IID,type,cp_pgs.background,cp_pgs.HAQER,cp_pgs.HAQER_SNPs_with_no_archaic_missingness,PC1,PC2,PC3,PC4,PC5,cp_pgs.HAQER_resid,cp_pgs.background_resid,cp_pgs.HAQER_SNPs_with_no_archaic_missingness_resid
HG00128,1000 Genomes,-7.939760000000001,1.4736990989814602,1.3208927187753647,2.7626589929862795,-20.176686408435447,-13.100468874380594,-8.839682093666289,-3.1146017755684223,1.3176113349342076,-1.4642671879336675,1.2065414412024698
HG00129,1000 Genomes,-2.46348,0.056928125487089136,0.7513247762546342,-3.2167855242794587,-17.59786053635979,-1.884205906146869,7.0782777650440325,-9.671102735605166,0.013596835111059241,1.0153636741399463,0.7026760164570065
HG00130,1000 Genomes,-5.79025,-0.1644671147749718,1.290660188190245,3.253735777106969,-20.250783231029832,-12.65473130865118,-9.233486499249597,3.462094717418208,-0.3207322593628409,-0.5335561736572816,1.2194431496685714
HG00131,1000 Genomes,-4.21612,0.10856058751776684,0.9579406804673772,-0.9296962108317889,-20.284616152581776,-1.1996413996178594,-4.083427549187495,-3.3233737889342034,0.018634580929490035,0.15925808526099694,0.906975019768626
HG00132,1000 Genomes,-2.7128200000000002,-0.20827047027892476,0.016367107591778528,2.887431161700418,-25.111233073587595,-6.438705276411819,-1.956565947951381,-12.872066793170864,-0.36014588341621,0.7747410168843405,-0.09808687500374914
HG00133,1000 Genomes,-4.8394900000000005,-2.8432107782859433,-1.2740931016618324,0.8195011797143794,-22.719796129951458,7.277765852777571,-8.659157005480033,-8.962932173944823,-2.9912651727148494,-0.17363659082899868,-1.3129508802716137
HG00136,1000 Genomes,-6.34588,0.18952742337009623,1.1826637687738817,-3.9882563142789444,-21.831970375029794,-8.135652562234922,-2.3055443976875263,-14.844773341132633,0.03628725900291077,-0.7696554063806138,1.037465855748204
HG00137,1000 Genomes,-3.54508,-0.34235630737586686,0.4008214270111078,0.12005087811270092,-24.762103292770597,5.2309911921091015,-8.46612927568708,-2.7376428659073877,-0.44145232571248655,0.35886640952167437,0.36471393270848945
HG00138,1000 Genomes,-7.42904,-0.8545186178836249,-1.258572658152894,0.5623734459265037,-16.918134601059037,-7.069237194817827,-0.9045110453105656,-1.055013813580753,-0.9536747202455981,-1.1740878654136526,-1.2605760612558317
HG00139,1000 Genomes,-2.3056,0.5759285163789485,0.25564061168791274,-0.7450443776968494,-18.87773165454036,-2.40354093899281,-16.866708788453167,8.254768213913643,0.45427863921913075,0.9551056152743299,0.24786245550805033
HG00140,1000 Genomes,-3.7829800000000002,-0.25712805911025705,-1.2766798422466556,-0.3041767008960225,-24.310559919069227,-8.241646801991752,-8.831172252988134,-3.125371549556705,-0.4201087652624967,0.28068660458737005,-1.328265253795819
HG00141,1000 Genomes,-6.48655,-0.32293219498044884,1.3617955542728795,-1.7361816539804462,-19.261799085596103,-2.6033555100256796,-11.708647513555755,-5.37982259689299,-0.4779396631808902,-0.8456829982292089,1.261707227021728
HG00142,1000 Genomes,-5.23636,0.5498645288279538,0.7370977030381074,0.8112715505969178,-14.206140356071092,-9.79196643967079,-4.646073180361191,-0.08295244395819491,0.4433464410916001,-0.18620714949076603,0.6857103961255565
HG00143,1000 Genomes,-6.23458,0.055540688887416506,1.303432219827809,-0.2541805209748753,-16.224008683656294,-7.813280635130702,0.9266936841623463,-14.75503931144413,-0.0721296926278242,-0.6204049761997474,1.1698367665865395
HG00145,1000 Genomes,-3.1287700000000003,1.4846994891645795,2.7906463848145244,2.0038264757750572,-16.773558701666758,-10.892677302261415,-8.052182944724947,-3.301780195544444,1.3489646949779734,0.6895311955183384,2.66177272031852
HG00146,1000 Genomes,-1.61913,-0.7698849853035891,-1.0796025439404475,0.9833431957146398,-17.891704311388278,-5.931083882449737,-7.007687055469205,-1.151777805683647,-0.902123433971983,1.3262668212267164,-1.1036364060694424
HG00148,1000 Genomes,-7.19018,-0.005308316269658539,0.67453091514269925,-0.12308566397822016,-26.702776348817462,-9.209114584290333,-7.300342460948861,-11.41554559186951,-0.19457697351630757,-1.2290764621383876,0.5323224203792604
HG00149,1000 Genomes,-2.32812,-0.2114417539353195,-1.140875961543444,0.625397053623829,-20.044920753128302,-5.216977372241876,-6.692949477082185,-15.081832330066923,-0.38548363682336534,0.9974141381070436,-1.2532441903479357
HG00150,1000 Genomes,-2.8310400000000002,1.2657818142590769,2.410557190132084,-2.3107706368251324,-22.66786665079457,-2.351570472909734,-13.269751887145844,-13.663288746956052,1.0897673836582085,0.7026712452762026,2.229929060543976
HG00151,1000 Genomes,-5.83726,1.5593237577041195,1.5237901833974248,-2.3058576504289263,-20.817299288099697,-0.9684147655883015,-6.666346867586521,4.94543594046926,1.5070244771248662,-0.5780252368365726,1.5095626010565932
HG00154,1000 Genomes,0.48248,-0.040588846947050436,0.3730139657242597,0.1221401004834944,-20.37267624673693,-3.319951886101763,-4.344262198441176,-6.843422670919546,-0.15822591478053388,2.2194483526912,0.30088391372547085
HG00155,1000 Genomes,-2.71408,0.10974981888891491,-0.4376058650446708,-2.464431722823789,-21.321163082165132,-7.416004378568481,-14.624762893828684,9.588364542605351,-0.025717016835545503,0.7533542262027025,-0.433074808213232
HG00157,1000 Genomes,-5.39149,-0.4550359797921442,-0.2363251132881255,-2.609720904405741,-23.92764123910701,-0.036087889011283375,-10.296515560635312,-6.204105025548114,-0.6010680694645831,-0.43507970653649636,-0.3028655303384564
HG00158,1000 Genomes,-5.04075,-1.5931304019808228,-0.9062909247573014,-1.0438522189663504,-20.518720650378306,-10.344833207928323,0.3302628495297584,7.4290585984364625,-1.6833162477217611,-0.18373047012901877,-0.8674134810122816
HG00159,1000 Genomes,-5.28257,-0.9100160818705336,-1.4380277862249946,2.4712382627984217,-16.084993143969054,-9.428488106095333,2.7987324513545464,-10.171398275109635,-1.0324863108777398,-0.19338033957916817,-1.4928221686308443
HG00160,1000 Genomes,-8.41893,1.6130373746343059,1.894017429600227,-1.5666667128566383,-23.487191962040782,-14.40956647364763,-4.622304283830495,-4.1316469892264,1.4730787927560245,-1.7083352593577825,1.773746031175318
HG00171,1000 Genomes,-1.97612,-0.9068447982141389,-0.11474830580144106,-59.840744756811134,19.589851624853285,0.2970835213406798,7.233803806778681,3.4741205466153886,-0.8041998735070192,1.7042862217929966,0.0404074127601432
HG00173,1000 Genomes,-3.99105,-0.687530712851587,-0.68302287802976,-52.85894705881722,17.729245935755166,-1.1173281949254554,-4.238123509610042,-0.547330486621681,-0.6817077604996091,0.7633460517623055,-0.5957164697155647
HG00174,1000 Genomes,-5.40796,0.1612831783053301,0.709936926897465,-39.04469332203542,5.281843206604271,-1.2031373231939533,0.06844088991094269,-7.700315429929256,0.14918245274967504,-0.0021825510099020666,0.7127331567425071
HG00176,1000 Genomes,-5.10846,0.7621423285778799,0.6215027331538262,-54.04636854039587,21.752256607294463,6.456304995743425,5.642549738934337,3.899155051871718,0.9086158554744962,0.35727354637503944,0.776418271125704
HG00177,1000 Genomes,-3.94995,-1.194440584803441,-0.8750883664528734,-54.27957914024824,20.543333260255366,-1.2861159732460994,-3.3943314781927336,-1.7322863803009907,-1.1906677423101817,0.8265969058077263,-0.7855830574061552
HG00178,1000 Genomes,-6.99686,1.4651762741548993,1.1285038877791485,-48.38655409993718,10.857689503599724,1.816962932884664,-10.247210373657818,12.696772211367959,1.5148798927155256,-0.6903473365887929,1.247342013393719
HG00179,1000 Genomes,-8.23042,1.0218902805594654,-0.4073733344595513,-48.952435716817746,12.578707495406004,-6.181093221232566,-0.03459730952649971,-12.810102691777292,0.9982274027776119,-1.1263940758596516,-0.41661332371704096
HG00180,1000 Genomes,-4.33002,-0.2627769081232102,-0.9030574990262727,-47.7411310484946,11.437141369323923,-1.068881561464077,-4.154462287482766,-6.842131971630113,-0.28712130392928253,0.5332817071236208,-0.8637445254658215
HG00181,1000 Genomes,-2.92312,1.9609866533093714,0.6826144794702713,-30.637377738607764,20.405619374629687,-5.04017852566736,-2.202848471437527,-1.7843433705933036,1.9827694533363882,1.3112610587542013,0.7101268266091884
HG00182,1000 Genomes,-6.1402600000000005,0.773638231832311,0.5256316602288211,-53.72201955153152,17.66237460869949,1.73416249409605,11.577633092541575,7.062121449667247,0.9400467705927743,-0.12672920536903598,0.703431819250717
HG00183,1000 Genomes,-5.96745,0.49317783346989696,0.607922345083505,-53.933975479974585,18.057741668767775,5.63589251120923,11.287368253742763,-0.1621565007467624,0.645514329089596,-0.04557218629109244,0.7491428495986424
HG00185,1000 Genomes,-8.67867,1.1541922705996852,0.4811720564271745,-56.568968385462746,18.316789748670356,2.22859221859275,12.79824027602598,-3.918010794294893,1.2979743955702698,-1.2153316985218097,0.5972054116334901
HG00186,1000 Genomes,-1.20639,-0.0843922024510034,0.40728827847316557,-56.71455326443259,17.345567346058512,4.834541631838058,0.6878357611881702,-3.73972989681072,-0.02161988493894821,1.9846818700081221,0.49298164927257726
HG00187,1000 Genomes,-6.51208,0.2585028428966828,1.0132322604679704,-58.004328287007496,25.419734791000025,13.987701312253385,8.867264477302111,-1.0700470061739633,0.4423141737200898,-0.1999214490018877,1.171102042148807
HG00188,1000 Genomes,-2.3137600000000003,0.011638230769201183,-0.38716442364062104,-48.619521041103084,17.325343154765246,-1.7132974896173445,-3.737079836862169,8.32690617719279,0.05743370387048194,1.4898692630571484,-0.25228909744413913
HG00189,1000 Genomes,-6.6839900000000005,1.4453557513024318,-0.6545687315967061,-45.4351052941982,13.083850639203725,1.987596002143984,-8.613437786304921,2.557035897652344,1.468853603964362,-0.5006188743494572,-0.5642307309873782
HG00190,1000 Genomes,-3.95098,0.21569051353535318,0.6544836756103204,-40.25844882173954,4.714779240518544,0.7513666498070839,-9.814669885996812,-10.714073563178518,0.14160596701619158,0.585295760742006,0.6125575212319915
HG00231,1000 Genomes,-4.95942,-0.6695931396701038,-0.928763233587952,2.6454378219048853,-23.09651927494263,-4.471081119362911,-13.243257983611674,-4.283352119324452,-0.8528372299893168,-0.2346011235925894,-0.9988634225044379
HG00232,1000 Genomes,-8.75604,0.10846148490350448,0.14408742396741775,1.672413843453308,-23.549280694611507,-5.7014020627398505,-12.096708981636404,25.228821878701535,0.04844242952755744,-1.9251021931019732,0.24782822771136628
HG00233,1000 Genomes,-3.8169000000000004,1.2382312874941472,1.8741318613543996,3.3888074995063286,-15.026431641582235,-7.118863035471953,-14.29006142713691,4.049538406277049,1.1073346133249489,0.37828655310708365,1.8017513197623478
HG00234,1000 Genomes,-5.626320000000001,1.3981829069135592,0.47244180695339666,1.211497041783874,-22.73318890840761,-5.017768281287423,-20.97897097880456,-1.1564141102537329,1.2085777584490844,-0.555750903084492,0.371208571508119
HG00235,1000 Genomes,-7.16348,-1.47341444395192,-0.5473806686131002,0.3704982397151789,-25.138185794312843,-8.369850273194434,-5.75580158571475,11.253660995343196,-1.5838846892804153,-1.2106961286076932,-0.5099038517248468
HG00236,1000 Genomes,-8.06001,0.6601657385019352,0.770240316781153,1.613845241795384,-24.29915571555843,-0.6305885999771921,-17.22878793201223,14.465004094563694,0.5588516040719801,-1.6498917278260625,0.7905596285908852
HG00237,1000 Genomes,-4.2535,-1.0918693790419223,-2.422120907463623,0.8363231194144701,-19.979327507028916,-1.329973171185646,-8.037510714503757,11.253705257663613,-1.170477179614833,0.1195450106987381,-2.3306666394886437
HG00238,1000 Genomes,-4.7344100000000005,-0.6110234946410628,0.6239278024520979,1.9111513843484544,-31.06506650976532,-12.094758352572933,-55.41380467639786,186.14116502434922,-0.3861319863566411,-0.6004119473697284,1.5990234040393292
HG00239,1000 Genomes,-5.48175,-0.5553278254256293,1.0059570525731556,-2.040252552619179,-23.485608826481617,1.3094371764443877,-3.949346053101452,1.4729208904966988,-0.6286793320086067,-0.45135211544986786,0.9921822112920688
HG00240,1000 Genomes,-3.22386,1.3570553219946895,-0.6172226644033232,-0.5593437168682927,-33.29482852728163,-5.5910575565398,-54.36467342651947,188.74480990115933,1.6554703365716654,0.015639027639576877,0.4227371165055392
HG00242,1000 Genomes,-7.29472,-0.9620449543582604,-2.506351647756924,0.13246175148467854,-20.78213708895712,-3.961706245171987,-7.275610185752048,12.468906395740847,-1.0424493151642888,-1.2172564959394887,-2.4113585593164264
HG00243,1000 Genomes,-3.61359,-0.5252997333041411,-2.0683841324890677,-0.18421648137144714,-25.71113265855853,-1.7833017371960642,-5.170859251875725,3.9444134301497247,-0.615612937873827,0.33182826606752314,-2.027489546488601
HG00244,1000 Genomes,-0.7533400000000001,-0.026912686178847983,0.7235173149677863,3.925730687756524,-22.591192101055878,4.133380050636947,-8.59584049874514,-7.199847590831515,-0.14346656269353902,1.62203486963034,0.646360186546948
HG00245,1000 Genomes,-2.90486,-1.1428081227727633,-1.0184907976240025,0.755592192865962,-18.443619451150443,-0.5886565292985692,-9.769537590483155,8.776549252257452,-1.236181177111531,0.7264984818241065,-0.9709584854620553
HG00246,1000 Genomes,-6.26583,-0.18944097356908085,0.3870793676542351,2.1402768158246412,-18.842291117652707,-6.0851741513075135,-5.186352722464992,-5.070959327884014,-0.319741926183649,-0.7071913419623126,0.3138840282782536
HG00250,1000 Genomes,-2.42188,-0.11471760241527866,1.4413378272561894,-0.5236470345359547,-21.49450570437071,-4.065233595265364,-12.105097736145668,2.1550401449935825,-0.252035213492536,0.8930229636452657,1.3796787095023753
HG00251,1000 Genomes,-2.19363,0.37990354536804566,-0.27140778246978847,3.1653055626635167,-25.445127918882964,0.4477308501178908,-4.81081031744912,16.434126420642624,0.3600553130973486,0.9463822478214009,-0.17670736125094208
HG00252,1000 Genomes,-5.32639,1.9289765089026367,0.13697388735915425,-1.2177990062188904,-25.06618733471,-3.32658204110229,-1.651025864169912,9.533982699708384,1.9116944891373495,-0.3976554369849433,0.1823301627331917
HG00253,1000 Genomes,-0.6869000000000001,-0.3114362917260177,-1.4420695683887808,2.1215892428494842,-28.811001014867024,-4.286734702780996,-8.26074612350168,6.626006888546202,-0.4256446714646359,1.5567104996119008,-1.4189053246120182
HG00254,1000 Genomes,-2.4746200000000003,-2.2893262671737413,-3.343970583379946,1.743578068776251,-24.38855450566085,-2.0846238542677105,-11.707319861643295,1.4483903677917422,-2.4556579686299664,0.8285178604446198,-3.319532418811506
HG00255,1000 Genomes,-4.84303,2.1515609805358458,1.6967784600074676,-0.29366078397418277,-23.249719073883707,-5.621843926915883,-8.49257117726998,0.5812316309241194,2.053555893021134,-0.1732677019108709,1.6252828551434035
HG00256,1000 Genomes,-0.9763800000000001,-0.43898135628164553,-0.16583643235169682,-0.48387146637877587,-27.318037054950608,0.1841268009601471,-6.06955796172147,-1.90705928779982,-0.5485885920383217,1.4597690690359064,-0.19612318245753987
HG00257,1000 Genomes,-1.9000700000000001,-0.8977273577020038,-0.29873022989698217,1.18706503312573,-23.430608628841643,-5.122742057039061,-1.4413997221877535,13.810899144702915,-0.9466667211231841,1.12727728119796,-0.22342874949599514
HG00258,1000 Genomes,-5.84636,0.3010178644152253,0.13891394279777156,0.5562414821482672,-23.847205857577247,4.2459347562201115,-0.7066405289272879,3.1737763176896263,0.2775585495981167,-0.6063624899695609,0.16950004468467478
HG00259,1000 Genomes,-3.40206,1.8267026109839046,1.5155449477833012,1.5284472234230682,-23.01103448146181,-1.7053754639351315,-13.693117334346322,21.572676831520383,1.7878161075977834,0.41505886951540705,1.5783214273592403
HG00260,1000 Genomes,-4.5509,-0.9910820203371254,-1.4647035485059827,-2.0255344239315867,-21.97074890915381,0.16773934450196384,-2.9090485125365237,0.7567136896093705,-1.0700744504935895,-0.014988668267235902,-1.4364696078497015
HG00261,1000 Genomes,-6.77009,-0.42689083734164057,-0.45296463726705805,3.5187224130828496,-25.61618320813072,6.910299901153474,7.780658228302598,-0.661181204558839,-0.4159249399679125,-0.9995904062399269,-0.4043556646786784
HG00262,1000 Genomes,-5.97841,0.7478715521241034,0.48295044057924036,0.05791511756637952,-25.380895212918265,-8.287740220999872,-3.492435582791397,1.2971574405526325,0.6467425680116056,-0.6777504961280918,0.44423392784347293
HG00263,1000 Genomes,-5.26279,0.4214275407439649,0.42927557344416145,3.535258667517887,-22.556787645439936,-2.9452572763107523,-4.13319685442907,-10.627140556048115,0.2934894808455835,-0.3176857923098456,0.3276345691881422
HG00264,1000 Genomes,-6.23433,0.2858551644330878,0.986718169473534,1.4975699304446088,-27.324063668616706,-0.42047760715374405,-9.367048874892658,9.708674894582176,0.20583480774532098,-0.8609935807944243,0.9961704548108636
HG00265,1000 Genomes,-1.8949200000000002,-0.36851939754112384,-1.7788308582754346,-1.0919861239300588,-26.998812592758828,-0.42666754313260713,0.370271378694082,-8.305092938375202,-0.4634540208395128,1.0952600617182024,-1.8007836931138674
HG00266,1000 Genomes,-5.85487,0.6048664797435509,0.41359345864867164,-51.115316365848926,24.162364244548716,1.2640866158283655,9.653742548761784,12.862918107211053,0.7846559469865814,0.08560417846841914,0.6268719058713625
HG00267,1000 Genomes,-5.18981,-0.30281436428519437,0.2991301877702507,-54.46309298193631,19.000796717445144,1.3247123271150065,3.3077159569266903,-4.00199184786924,-0.2435514927934559,0.2862845259473109,0.3817447622709529
HG00268,1000 Genomes,-2.45167,-0.4907129209265855,-0.39266124738337005,-45.121766370507196,10.674054898957374,1.980554116200116,-9.7163193980682,-6.746780203517174,-0.5411312025446277,1.3191275318885984,-0.37434496136467266
HG00269,1000 Genomes,-6.77303,-0.3745646570111264,-0.20884099457438035,-57.61475568893693,16.811173648319297,1.7206107984382764,-2.2099350757985103,-1.3130369313502293,-0.33930762455720725,-0.46782542741609595,-0.1152276637757382
HG00271,1000 Genomes,-9.06245,1.184616773178223,0.16429633478634798,-65.34334577745264,25.095662057348736,6.742780149940996,8.727520511263284,-2.0063806382624816,1.349009791912243,-1.3169638406194037,0.3151898260213649
HG00272,1000 Genomes,-6.00021,2.0044927009705376,0.19016374063457872,-59.81894330328099,25.593920868052844,0.7623310310815983,4.448359453979447,4.083500612354972,2.1463698913172604,0.02192735224229117,0.3415177128640526
HG00273,1000 Genomes,-5.0312600000000005,-0.2376048441005766,-0.9851865125944054,-43.672750516207756,12.164918015409096,4.713664048050278,4.139840830157518,-8.048224183748758,-0.19035445454438632,0.2678312352957305,-0.9094165035337727
HG00274,1000 Genomes,-10.64921,-1.420790955778619,-1.167551723824432,-47.532397732891184,14.381802886056478,7.487237835225251,0.5931702399621334,-6.039503620251798,-1.3859067006541697,-2.1805807629591687,-1.0720671989442487
HG00275,1000 Genomes,-4.86488,-1.6482314555106823,-0.9352300850500096,-42.18874200253198,8.493582989308619,0.9615754354329055,8.186128236528162,-2.815944289275706,-1.6014085815384695,0.3042665846086087,-0.8297238417367961
HG00276,1000 Genomes,-6.4433300000000004,-0.7212256017007815,0.20342078613179698,-51.88383744688718,16.733217212309352,2.598214737218083,-6.532681294167573,7.04659389578929,-0.686575609776254,-0.34514908159682894,0.3264586862087672
HG00277,1000 Genomes,-7.08598,0.5511528628133642,0.02218727390763043,-35.63584488401697,0.013640613061449456,-3.012493523571453,-0.7602151097505212,-11.687077528867379,0.5056696458544,-0.807517802851197,-0.00558856658788185
HG00278,1000 Genomes,-5.42755,-1.1847285286057319,-0.9585107503134175,-54.547624046107615,20.944134960843726,8.268063709969637,-0.1777569607902968,7.976197101825938,-1.0796357673781538,0.17491262723352388,-0.761687037289997
HG00280,1000 Genomes,-3.56312,-0.01502037246736752,-0.09340769597665084,-53.68129326666931,16.46287392237957,2.609852617005508,14.429490390295307,-0.1895793217022804,0.13235590979516285,0.9995475951429743,0.05952354333612906
HG00281,1000 Genomes,-3.2031,1.5879644132259347,0.1195133884115985,-49.82071150213741,15.559656810149617,-5.7658958362565285,1.6580144047719632,2.2043460140411337,1.6463561635884962,1.1070726196915948,0.20955382207855533
HG00282,1000 Genomes,-7.29333,1.3023506789218793,1.2783731704123353,-51.18010685554991,15.618315910134998,2.6796675694179055,-2.203784094956106,8.905436754802711,1.3982351925669632,-0.7172630892190663,1.4067419501539118
HG00284,1000 Genomes,-6.23749,0.9395360081074633,0.41941362496452356,-49.88382677636884,17.898497139141053,-5.431436792180981,2.4036230369512435,-8.408744204263412,0.9584918485676727,-0.17205089526284567,0.4403227713333251
HG00285,1000 Genomes,-5.83181,0.34254185979114454,0.13099204975675083,-58.77325466856764,21.779458508933065,-3.1408323885732177,9.641487313833625,2.717195322241258,0.46204616446763347,0.06790158535302647,0.274580286329744
HG00288,1000 Genomes,-4.40263,0.5088360465233462,0.4705017515147793,-58.39408823487995,21.47732935109032,3.2205402154493807,3.586466662027993,8.795642577700152,0.6451509820270235,0.6487381508349274,0.6472085024295596
HG00290,1000 Genomes,-3.9440600000000003,0.4380767799400376,0.7815573068397539,-60.578560169562,22.9378037159882,3.3771329210785774,5.200504822711359,7.356256982020142,0.5824781614884071,0.8762653324414832,0.9526834370968218
HG00304,1000 Genomes,-5.37979,0.8582718644123468,1.7446331608266945,-58.05987162873206,25.02401414925985,4.027376928188593,2.535281737794256,5.76459990697834,0.9908842911582995,0.27237840002585767,1.8801293060366604
