sample,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7
sample133,0.042739650732034264,1.5588202334345649,-0.9542435273560324,-0.12354128509454224,0.09850595172667691,-0.16182857779206794,0.28685766993214384
sample134,1.5345967820405413,0.5695735135320064,-0.8226019297972355,-0.8633316259242106,1.4082210451499684,0.37388336071044265,0.23212278241257955
sample135,1.7161560148641208,-0.09329935890344823,-1.4063850537384082,-0.13874229489714587,0.5214753472886763,-0.33565890041904795,0.20161728961699316
sample136,0.03805235673396031,-0.22187892123248243,-0.4497264470780495,-0.8409114148978558,-0.6590738816112959,-0.29176846476246154,1.3668257487324702
sample138,-1.3179631832298941,0.06402876985711656,-0.24835813558516717,0.1414005379579515,0.5259097246932175,0.8808475864960068,0.03888352534371471
sample14,0.682768474312956,1.192378610297879,0.5687330610628633,0.7467211416518252,-0.5658109176230808,-0.017721128933564038,1.980714074446088
sample140,0.8127809490352658,-0.2456233321351205,0.3497164275345142,0.8198097133884762,0.07078517173230592,-0.6412792429331371,-0.313043124414266
sample141,-0.07688166518050277,-1.7210679677352902,-0.5235420337074815,1.1082735657339209,1.3041043025383035,-1.3694713050671998,1.315962550578757
sample142,0.5178098022598162,-1.7263951536155506,1.1412644091836723,-0.09103331916245427,-0.2358508427252277,0.3708357968389176,-1.442090894296183
sample143,-1.1707734088318267,0.6798862440214696,-0.3007072490089848,-0.4979190198600576,0.2568655746205738,-0.4666264255884839,-0.11541624893127174
sample144,1.4778195984112905,0.3194056596109222,-0.7758991820183023,1.073469574662639,-0.43101977559367677,-0.026665682752074718,-0.409106709451366
sample145,0.4993927697688107,-0.5326096355387997,-1.2019022263186683,0.006183528611913756,2.4258887563163567,0.5941051511203564,0.7696101543887852
sample146,-0.8762013048661947,-0.2477592003716852,-0.23198188207837822,-0.8893293139620478,-0.31133256166314965,-0.0400886554725005,-0.39839415297366426
sample147,-0.17431183578074266,-0.740446645778173,-0.6031121747191276,-0.85404273508566,-0.843619601058379,0.12155454363992824,-0.06540853535007254
sample148,-0.6660109635401852,-0.40590595355803116,-0.3058864207451101,-0.8278763533824002,-0.23476463676189704,0.5959652727576112,-0.37220333993104526
sample149,-0.49752627812395145,-0.5065073251605089,-0.23207001476405353,1.4066683422290986,0.21433144666822024,-0.5070587459143149,0.5173828825769455
sample15,2.2010839207902904,-0.2770068175673855,0.852171353519034,0.34395177200095217,-0.8403783077807303,0.8679765342082014,0.29255484386110764
sample150,-1.267725793003394,-1.5777155371380127,0.20246448542150142,-1.1205795472874511,2.104702880056992,0.06932496838341312,1.8867431180706182
sample151,-0.11442005900964089,-1.7937573010997947,0.0017584675091141255,5.216045932006259e-4,0.49154071732246457,-0.19741306240449913,0.3793741849105047
sample152,-0.972415679948856,0.08350702695814588,0.8411339122634057,-0.8143409684212115,-0.1549782019787401,0.1603591221946613,-0.5506016469948873
sample153,1.6462120847726442,-0.7488305747419725,-0.11319916084535164,1.322197453058306,0.15504969189315537,0.5946722631404419,1.0386016769521478
sample154,-1.5093644731508324,0.15377110545715011,1.1027361753404095,-0.5324378380599118,-0.19895623839298734,-0.5868830792782453,1.5011401693888462
sample155,-0.12344397621611539,-0.5869613846949181,0.16043779775147504,0.4390783428454061,-0.03714683392172412,0.5657744549126023,0.16855749791520086
sample156,-0.07408661001904707,-1.1301632373544255,1.1255264526653912,0.01273451127927688,-0.13207818706719662,-0.49993652973346703,-0.40622543283841334
sample157,-0.5982606069695847,0.6766550239499223,-0.3449537534407654,-1.7126785302732548,-0.5280881671324335,0.40399062549052184,-1.042962352091515
sample158,-0.015302303135008013,-2.3502208863113485,0.9703216318208144,-1.0510983996216863,-0.7785489146647518,-1.2281923665103367,-0.07772578825740994
sample159,0.438461988135181,0.11880942517610663,0.01830089386617048,-0.7099644940514787,1.2726279751122147,-0.2885238331122229,0.45897841158195607
sample16,1.300926118222522,-0.48504575423983154,-0.1160305590253009,1.2906593951754664,0.20189995438568967,-0.2937031656142783,-0.08152958349250947
sample160,-0.6221432412768224,0.5983275062366988,-0.5434316165713948,-0.7500054141785392,-0.5324212276709569,0.5811035849697723,0.18936666157591064
sample161,-0.5941936406667415,-0.1394755456584012,1.0890644146488642,0.15088932723308401,0.5385746825619043,0.3432207842515827,-0.455254637741425
sample163,-1.1374267608719462,0.3067086643800226,-1.6008827202711418,0.6115338842577993,-0.20790591384867468,-0.5716975967218443,-1.1755210401853093
sample164,-1.2193492316711367,0.9994440016483878,2.284779696478019,0.06779175212573837,1.6122041046771385,0.19772214235457192,0.2424285030317488
sample165,0.3311991700305481,-0.33735466401112096,1.3271601322701643,0.6200774690978575,0.14075990209567063,0.48828346294523717,1.5909066958842502
sample166,1.2367370614157065,0.19040073061168183,1.1560863944150732,0.2578262586888157,-0.45809243843354414,-0.2764601559621677,-0.5078849371162293
sample168,-2.318767464442351,-0.16199534058455273,1.1638000555816967,0.057724925544804837,1.405407929805039,-1.0869360715975644,-1.1684782793858797
sample169,1.7600152494029153,-0.41089068605407836,0.32427571161324675,0.22406797297287054,-0.22208064397900662,-0.04288316355693765,0.48867909183892944
sample17,-0.517643272540402,0.033197711577337315,-0.7875364492020833,-0.38998859022911336,-0.6623260861816763,1.1845577610014097,0.12935319219754593
sample170,-0.4556805211763644,0.09736739056581263,-0.1543685660388548,-0.07023323225572192,-0.3720407875500912,-0.8699301658718346,0.6801512512988437
sample171,-0.7221905717208084,-0.7116726374017455,-0.6157160870595191,-0.4289954940440766,0.34348929730418337,-0.9139396506981948,-0.2819381439704669
sample172,-0.6214931098750339,0.4503369348252959,-0.9113465474181869,5.079720391915413e-4,0.572999496055901,-0.31547616926538863,-1.044276372049974
sample173,-0.1619845920438047,-0.751088441955413,1.086367554749431,0.21614965934553212,0.26960262553292585,0.25937225652301293,1.13716494115638
sample174,-0.8201632579179688,-0.42698161384533617,0.5621065555073235,-0.2664578823036073,0.0693652416402337,0.08113509533053458,-0.5186671048820564
sample175,0.1291802926548209,0.22080416876156295,2.040384394215872,1.115423465348445,-0.2236669878485377,0.22312396180852945,0.5041460955028866
sample176,-0.8937040114014696,-1.1046946815051748,-0.21417059212287098,0.35169196105783235,0.9003017279808737,-0.6111744470833248,0.703902255646094
sample177,0.19172501291728325,-0.005732911187507719,-0.9603695639309903,0.011039016630875455,0.12218321928977073,0.42589929279153743,-0.03956702051953501
sample178,-0.8161459082442156,0.7106081379851124,0.6646542719743841,0.6589858623167535,-0.8131782564262205,-0.6801385767306032,-0.24712383355422213
sample179,-0.1230726391424265,-0.2525671084726031,-0.6506897572547135,-1.1524334751207415,-0.06917046164440227,-1.0586992402563227,-0.3577391016659562
sample18,-0.3734019020156029,-0.16972357682037786,-0.06205591065004323,0.07481693496221377,0.38448217344000474,-0.4470071412059997,0.1927345804520616
sample180,1.087788668481862,0.1916934655572563,0.3149467749631775,-1.2548494793488993,0.7319134354286556,0.30255523875669765,0.5865428591912836
sample181,-0.3344056597401776,0.3963723783999616,0.09082011125523223,-0.077046204619892,0.6201015715251447,1.1656234190318693,-0.08724551670213268
sample182,-0.1551241153971348,0.5357037086569022,-0.157039537305805,-0.43938672941704593,0.39123397865175313,0.37896544335268295,-0.16099237982473041
sample183,-0.09773874055049797,0.47190575714218524,-0.2528721971392155,-0.21498052156203698,0.258418489519401,0.8330923338543146,-0.035207936634666384
sample184,0.3029653092584384,0.3552174624360835,0.37547788828564704,0.2772396371716992,0.7487640295332556,0.08448122991182438,-0.22232826092687347
sample185,0.16777443647386536,-0.20817175891128903,-0.8954054178389602,-0.7668842412516046,-1.0634017195628902,-0.37568641796187763,-1.4062807772920753
sample186,-0.8113822989340441,0.18710640537487605,-0.9127336301843502,0.06706064625892115,2.005512789670169,0.6720563363134391,0.05558472010321587
sample187,-0.5945970350358695,0.8068736849466038,-0.8121948213641756,-1.2591618398964912,-0.747855344765919,0.9503828429155211,1.3138215001017977
sample188,0.9839867755970081,0.8154545956893771,0.06239185678404456,0.3990185369515082,-0.05729492442179067,-0.14675302514605928,-1.480503986307647
sample189,0.21081155541799423,0.11332550061740411,0.11596635366033567,1.1433587973076431,-0.4383059571795311,1.3605561415421397,0.385467830824781
sample19,0.8660040284255871,0.1923358631529955,1.2545272487454615,0.5999579238346845,1.3449729566303532,0.35959804813393104,-0.4469936969573195
sample190,-0.17348545294183343,1.3180576466959275,-0.23537301616724238,0.4607426865785122,0.1801546572199967,0.5064819366250676,0.19530448124684585
sample2,0.2869175806228895,0.03686269085547835,0.3041753643010909,-1.0363886934553033,-0.3422219104786368,1.1060717559436446,0.36692490901331226
sample20,0.0722210261504886,1.3569045586487223,0.16192769235850196,0.4804236939722697,3.406520456074577,0.005226785058657868,0.578008917745651
sample201,0.9051134825635555,-0.554305073242856,0.08571919262902447,-1.7629654231019694,-0.1357940117696467,0.5408409188504377,1.497794178374466
sample202,0.19614936954141723,-0.2424449114391834,-0.2775759882131151,1.4675085562649273,1.3135660888656056,0.62928847181775,-0.4840959153543948
sample203,-0.5323145249923987,1.3664729246867773,0.6347345936642608,-0.747171816663415,0.07174547884365003,-1.519810635053148,0.5731159077036492
sample204,0.6801997367363917,0.6574308356671911,-0.7753801211883514,1.0176438326355917,0.12665708625326266,1.0804940655007496,1.103978346861179
sample205,1.3947012280942843,0.7660513298516461,0.35803411279996006,-1.9182232306884504,0.18254747423677262,0.06864651732967762,-0.13877750081948398
sample206,-1.3620913505532941,0.5467362391102527,-0.48779956640835853,0.11091972305021211,-1.3253778433514634,0.19905832571104579,0.1445443254009126
sample207,1.675018150458218,0.12902432259181296,-0.33322546021438376,1.5617786253290367,-0.7708994780185966,-0.3321445177828901,0.36388411433658296
sample208,-0.5522404404992223,0.10524005772945152,-1.008512666225101,-0.13897341786743986,-0.6265507419453534,0.08975743310129361,-0.7978642795766103
sample209,0.8882496157068371,-0.6776345007587317,0.735809949323054,-0.9749460432983449,-1.313825461367333,-0.2541198062137364,-1.305255859128876
sample210,-1.0166506178631742,0.4577545440065184,-0.10984688156409694,0.19544477110324224,-0.08879158138329217,0.07158712241937455,-0.16346723689945397
sample211,1.4780380982306967,0.6613031455562962,0.7534315805307864,0.9757117711144216,-0.6858098872718384,-0.24291714669736492,-0.4567771573848347
sample212,0.11286535170439027,0.4751452724762885,1.7749247269245823,1.660743596452932,1.751006495567402,-0.11239633282814551,1.0539105831610383
sample213,-0.7444990120479151,-0.6611919102531193,0.4822906405197033,0.202850131487386,1.3832276331599138,0.31030546832980044,-1.0689706437626294
sample214,0.8395148823259297,1.1163435230864733,0.7866459892566501,-0.3362420463866759,0.45732663116584527,0.15334022435983177,0.5381716784574314
sample215,-0.6669284877861608,-0.08109735451633593,-0.6658474799059815,-0.6578539106273928,1.5228232359989933,-0.7464057999754415,-0.24291342579475522
sample217,-0.5185283669475923,-2.894452911016476,-1.4645769857571596,0.3296962490792441,-0.4854414587551881,-0.7950387327738316,-0.16669882665138158
sample218,-0.35189479391040435,0.3431393193914907,-0.5820904912768812,-0.5003966942898909,0.1809200708367326,-0.1741478783346293,-0.6402986819892241
sample219,0.7631238301474382,0.12225483760225542,1.3376060371315321,0.5741155637319824,0.8890980423868384,-1.6148626556209393,0.399122905076643
sample220,-0.6342799888207596,-1.435165926200473,-0.35419377362568144,0.08821073776753552,0.31064785447073306,1.5300354464177075,0.9224296787982174
sample221,-1.7000866627163442,-0.1810241631891205,1.5314969657562507,0.1747398066442606,0.7379264121380122,0.3418600438850299,-0.6056001505503511
sample222,0.7886925020972615,-1.1806675629202255,-1.3461372837458336,-0.6642597836388355,0.45804610015308256,-0.30281211679281406,-0.12097376846760102
sample224,0.022564589699431474,-0.597900961434987,0.7566462527278048,-0.0735984575936636,-1.1943399545648905,-0.3135732092402506,0.10695251727185053
sample225,0.8160113431987565,0.5962698899197234,-0.313056842919972,0.9926222311417388,-0.3962467442298856,-0.19913521144144153,-0.49202123600995373
sample226,0.6643040189834619,0.0807504183426776,0.14650865375959593,0.8515921500711601,-0.5841365753549072,0.43802243825567955,0.24474888313067844
sample227,-0.8382970568860427,-1.3277654666417282,0.27906455433357313,-0.3654146534341254,-0.8787858487322444,-0.4806586727487004,1.2255165942150612
sample229,1.790066316431955,0.7661003304089619,-0.40686665083525864,0.12455246837109835,2.992674491047094,0.5178642741009725,0.4585569363773653
sample23,-0.5561048486937729,-1.3619277625414223,-0.8611842508445303,0.3914312797017482,-0.07742785963834771,-0.3003220033338421,-1.4391358966712366
sample230,-0.5518800749147947,0.01825885210929671,0.7218228643610002,-0.5448758649976498,0.19116143284848136,-0.9299026236138568,0.09277061786089931
sample231,0.4016362305095968,0.1654124626040962,0.8245369479865334,0.963701779172151,0.36700623158631024,0.41907921704634454,0.06729899665853196
sample232,0.9436531531652619,0.4043592570138761,0.7003413928724326,0.3401912391312282,-0.8176766258850527,0.2805812521078231,-0.8498317140772217
sample233,1.3308451545723656,-0.7671368672155814,-0.31806367585224865,1.1463049539525678,-0.5522952838694576,0.22823854223348927,0.534749216975647
sample234,-1.1424862738090926,-0.5556470495355956,-0.6846690720902778,-0.01697165938395672,0.2123315185717281,-0.17028992048700642,-0.5071726304513019
sample235,1.8519680834274972,1.186636248800087,1.119524560706303,-0.5926608184738331,-0.832835550953831,0.0981654532572934,-1.2024154382158865
sample236,0.3918596366860173,-1.0599215706646534,-0.2266662939559428,1.2645175896426761,1.728272175135339,-0.883524367510005,-0.1275882208593719
sample237,0.2234191336543817,0.1690670382207064,-0.7443875690549353,0.6574424687693861,-0.26440937400371717,-1.375351713794985,0.7443538676873998
sample238,-0.2559119035779881,-0.5985168071193389,0.6896600034104636,0.15315855291510294,-1.1409871498461779,0.07509791925797989,0.33765449590615404
sample239,-0.5858715385304913,0.2827261625553919,-1.7918495300360195,-0.6021760698131966,-0.2834299577357089,-1.3805290451986818,-0.3262963660681648
sample240,0.2040450482170922,-0.010121391335796448,1.8135697971698508,0.49217708773811053,-0.9081227316437834,-0.4016402624830149,1.4380859420975136
sample241,1.1094519189764434,0.6669974004107434,0.14853791638762986,-0.3616133603339287,-0.46077299883430456,-0.8365259777966231,-0.3868089119323112
sample242,-0.6418041471342388,0.621097917540673,0.8404261602179435,-0.6729756109077767,-0.5461570964299615,-0.25171116496712204,-0.3010805026393664
sample243,-0.04378004138599934,-0.10588459862728092,2.0247164285910078,0.7746725978050502,-0.27376818888367865,0.31879219540938547,0.48690782045216785
sample244,0.41919772947758716,1.314433495780919,-0.7385484143879972,-0.43735778871575776,-0.6843841695680457,0.19788876960519736,-0.507261144507683
sample245,-0.3690982153150763,0.34541879193443875,-0.1290001754035081,-0.1667764257156031,-0.5500214991640494,0.7720755638261285,1.2961325117185107
sample246,0.8950337673651416,0.9464711677383925,0.5297902089919839,-0.5886809940450162,0.14237769756127308,0.2708784549513199,0.5056148577636977
sample247,0.16383933601464148,0.4474957431553465,1.1290300306304206,-1.2775296251826072,-0.8536105334564748,-0.630757849676283,-0.7704394688918033
sample25,-0.014642928902473906,-0.5408460640224335,-1.316913749101412,-0.3661681326938226,-0.9678439360391007,-1.779053080122956,0.42400530287376237
sample259,-0.10568795189967486,-0.997234675713269,-0.5289407590101565,0.6343716082163303,-0.8529634207269211,-0.9268804238777234,0.6094054572015728
sample26,1.9806697006627778,1.4785938630018876,-0.45126548818301215,1.0242880170198847,-0.027713865337027764,-0.8016173870303824,2.0496064959837255
sample260,0.9717173107475104,1.890074357411647,-0.9899528284700924,-0.7300257590780561,-0.5269896089031018,-0.22530711176363266,0.060232109545238874
sample261,0.09926470764813938,0.810210520840365,-0.45365757851932975,-1.0644682905779725,0.6401651604222158,0.45521581013642254,0.05964802388333569
sample262,-0.2211209425105278,-1.6808709170920504,-0.5915549775185518,0.7587966622175119,-0.052017892685466915,-0.3855886594186902,1.1278943151804761
sample263,-0.23701452553654817,0.24615128038840917,0.18797473291047742,-0.9508614058944606,-0.2972678398255115,-0.24513957187006052,-1.0032860555235128
sample264,1.7316110227501817,0.4552529817380872,0.2296736428959069,0.10034168730556253,0.2748011616148944,-0.6121630477176304,-0.011738677245794082
sample265,-0.40056415643352794,0.6114925620005545,0.9816771093816307,0.24624724546652585,1.5139793640612813,1.0317559375236405,-0.37054226923528255
sample266,0.8302796937231461,0.619541451848654,-0.3695434591608224,-0.7540276134700358,0.05936927536340452,0.12564900692214287,-1.644824314832586
sample267,0.5960918180953321,0.3415412895707128,-0.2376737637466665,1.3757761935440298,-0.013285843842130494,0.1794308173245782,0.4179352115387222
sample268,1.3853541314368265,0.4425192283318216,-0.21233276967425457,0.7363143062336187,2.580652654112642,1.0467344515904613,0.1697994951270912
sample269,-0.34221814058975714,-1.3285196355376763,-0.9618801654935497,0.8154967077615637,-0.6902456915676546,-0.7153790153545184,0.13123422332823365
sample27,-1.4640349142856248,1.0528332223677084,1.777216036716554,0.5658723863625843,-0.36482632432432777,-0.23366243723775115,0.3283713091420117
sample270,-0.8703433981775263,-1.4062341782100916,-0.938963469157217,0.5990353163356044,0.328291413157538,0.7051656262510857,-0.5284802830534252
sample271,0.220508444934036,0.45203791150713324,-1.1981194075353314,0.23096946200658575,-1.0537133467297306,-0.5482543220739649,-0.2243937624569356
sample272,1.8148573257928322,0.9394474381907023,-0.2718199775038998,2.055627599240956,-0.04168863828301329,0.3327947944115206,0.9275160653570855
sample273,-1.0460856087692543,0.9298454749764146,-0.6404409316706544,0.11702303653386806,-1.0299161788470501,0.9389187347422888,0.14437256347042687
sample274,1.4426406075034444,0.9200121930401803,-0.8694051860006421,0.6673920386155955,-0.1659254793901956,0.024778991045014312,0.3171222424923411
sample275,-0.38287535815134266,0.2077155257828302,-1.3903397868693088,-0.5311575325384503,-0.0875715731862005,0.8607249333683674,-0.8711113578365092
sample276,-0.37551821264250096,-0.572405313993042,0.083728343369221,0.2689458854380254,0.14979794246501113,-0.8300823524033227,0.08293640663508504
sample277,-0.36159025896517377,-0.0679308735278139,-0.31400218746743647,0.3855181439158282,-0.06018266884827328,-0.18784111085948607,-1.1069264871858913
sample279,-0.3967883531069566,0.2622795363306894,0.37261330251687086,-0.34346798677339857,-0.857586590651964,-0.6713322251465578,-0.17502844967559456
sample28,0.3789868038250433,-1.0358900599280407,-0.5309042334339605,-0.6215688729271744,-0.6986613578489745,-0.009669973521100002,0.3769377150153946
sample280,1.9642345419050886,-0.28006172366000026,0.007634572091039092,0.19351238640056773,-0.30834458145254146,0.6219448533204643,-0.4703141039464811
sample281,-1.5733651486677012,0.34791717917032844,-0.23485798959448767,-0.6474249372862775,-0.17534660258119641,-0.03679499174448455,-0.6898296479881786
sample282,0.8493975090569624,0.19244384382190438,-0.2288220919455558,0.47551625595010744,0.32792263302257296,0.6399758555097314,-0.09778225466983202
sample284,1.7125540575880331,0.9543045020548212,-0.7636746275614827,-0.6541749110656574,-1.0133937465063743,-0.4786489664447872,-0.20535016282743884
sample285,-1.1311678705276997,-1.360216045432348,-0.08078970249494188,0.2954677191843686,0.14573771135187438,-0.26377481548426146,0.6220908908287532
sample286,0.9293138813774189,0.3259420547455432,-0.6229252071132917,0.35794741469091257,-0.5624301077672027,-0.17118816904071305,0.9692282198571989
sample287,0.40065665321827976,-1.8133915377894798,-0.6619723091790638,0.5297604422234522,0.2215117050593464,0.2958604104022768,-0.5507200383053037
sample288,0.8162532992256315,0.7823745101410389,-0.19368590470097338,-0.5284493557666724,-0.27695269790893273,-0.44270433947791943,-0.08528897359698373
sample289,-1.6574310316125485,0.3968177075612481,-1.5067638389741673,-0.27318685244173585,-0.7167683056193058,-0.4859794766223025,-0.47353718618545404
sample29,-0.5544933073154277,-0.039585137086421335,0.77837226868923,-0.24293872977287187,-0.8789533479546212,-0.5366558639206597,0.3920043004677763
sample291,-0.7368878856585823,-0.30676652470089727,-0.0930840115532989,-0.6776736556023959,0.08169000063732228,0.6530173040416496,-0.8187114299141075
sample292,-0.7931848799909267,0.5649247685482393,0.48492741236866654,0.10720371978622187,-0.34452527923957804,-0.13296410635307632,-0.8182839913151216
sample293,0.3758310420176459,0.1311927648469996,1.1564083334405222,0.6736059541058146,0.35277528268520353,0.5760426524115753,0.2665043613442723
sample294,1.528282727828932,-0.7836880922305215,-0.20317170718656402,0.9555837817428724,-0.7802610165660617,-0.38013733320187415,-0.6101053268896254
sample295,-1.2333169069293075,0.7519952046683196,-0.5177475505936124,1.7330085842673997,-0.3992207748071114,-0.04503487451835807,0.25341425416794466
sample298,-0.533410251731185,-0.0964165317653734,-0.20701297503144708,-0.562412916795469,-0.4696190877999494,0.3085521175321272,0.15470962575087044
sample299,1.1621942556396319,-1.171392460605614,0.3559368307862947,-0.206630980972733,1.679103214835472,0.11159629147704683,0.7590200688323409
sample3,0.005263893555168686,-0.3202063681452971,-2.4952625214634803,1.0890361136891775,-1.1571761047717173,-0.7738661069971267,-0.8611856602591842
sample30,-0.6836332184662202,1.172336955412837,-0.08247140320977782,0.4149052703456878,2.1481862693765166,0.7562876110694111,-0.4272478673547344
sample300,-0.4442124286072757,0.06562405792481493,-1.983674512053177,-0.5631983961711794,-1.0485806009228529,-0.9282271336347491,-0.23076233505982507
sample301,-0.3667951709492206,0.09172816013232853,-0.4244255608881128,1.1230349421598764,-0.3216492380693886,0.521531618647809,0.12325198553616624
sample302,0.6187891396746708,-0.26978356620986044,1.0822319357963002,-0.4080762849541146,-0.47185336318409243,-0.04956442552062039,-0.7417557022691301
sample304,0.5047519094497354,0.6324776124745448,-0.05812618883759556,-0.46356650357355345,0.1589943237117462,0.8655321646168157,-0.2842655488693204
sample305,0.06258113893555281,-0.19151189045571132,0.1370727891120822,0.6073759288158649,-0.5043791020141037,0.9777625360825782,0.4243917238192285
sample306,0.33222715592367735,0.23636097439957776,0.3151445579503053,-0.9363569264606825,-1.0321198772724347,1.1413381906357163,-0.7508648474082797
sample307,-1.5122674507229203,-0.08385796834635703,0.021280728834332373,-0.6489959799439537,1.8742200813710366,-1.1987941973879566,0.1307390571752341
sample309,0.2530158580932948,-0.12568898741552026,-1.2923986118629212,0.39755525340272646,-0.6263312879277355,-0.8771190197156219,-0.7388389258997115
sample31,-0.1562199922440458,-0.09636987282314619,-0.9534683021631565,-0.42474741848463576,0.22151963091311697,-0.19005967911524696,0.8770564727373651
sample310,0.10120947304922076,-0.36665400250399655,0.1031412082659921,-1.0112890220074582,-1.0510261818165687,0.22596429389869854,0.5898307143824917
sample311,0.04868498990654244,-0.047178502159519485,-0.25555036241365303,0.06381817621675799,0.06429692309469251,0.12140048709439324,-0.26151464953617276
sample312,-0.5491003446335148,-0.5762837965621456,0.9164746405849606,1.3438480560109318,0.22505876226752816,-0.015183933857346565,0.16259203130612504
sample313,-0.5201637297353705,0.3669040209588773,-0.9220080709841266,-0.8321735456120879,-0.5299804936546041,-1.2592049078836656,0.2781609284834844
