sample.ID,population,population_description,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20
HG00108,1000 Genomes,British in England and Scotland,-4.1053805181716685,-73.80435268733332,-16.05387937192802,75.93940107712314,3.8802418850555465,32.87035086004293,4.427443831632403,-37.487122194494496,19.836592574176404,58.196865295117064,-11.2312645948766,-18.643634584430387,-24.961841043121517,-31.163631755341434,-53.83198689548706,24.657045131674785,23.94401978809268,-44.67752481172746,-57.61089417232434,15.28969733072357
HG00109,1000 Genomes,British in England and Scotland,2.9131845702584336,-69.5129406388676,-15.401907212706181,78.52783727965159,-22.250756985478336,37.87684071737543,8.827467360146674,-104.25908203032682,-10.73309510868132,38.51509163146106,-23.93898977334213,-1.8644562461016387,7.345909858866039,13.541348340213277,-38.269502554966024,25.9259987085042,-7.59695503329226,19.62653177342389,-40.20023320216568,-21.788911689724284
HG00110,1000 Genomes,British in England and Scotland,-1.9739258276823297,-72.64671969489027,-22.527550114599848,71.87408174480079,15.606404554888263,78.78185094601982,61.1947056523952,-159.99370646805858,42.496217317170384,205.00317107834854,44.85271393205048,87.88477871899387,-16.939420866805097,-19.2663551936446,-127.16035250336408,28.215434844691693,51.87648800648824,147.77778779213898,82.76814090804511,-30.264027824982378
HG00111,1000 Genomes,British in England and Scotland,-6.584815804814357,-76.14459083067979,-26.52541105243438,108.2660492587474,-8.776149487243607,22.241109361773415,29.854460774070663,-62.72350687072528,14.71607712987919,29.953428418435763,-1.5490731179697927,-34.22699878349105,-5.485218908358672,-6.164019559219316,14.611917197921182,-17.630383984260966,-50.49552703250122,17.895379150394966,-31.03205456556824,27.334161114840526
HG00112,1000 Genomes,British in England and Scotland,-5.315135394659875,-75.9425853779407,-32.1866177192745,105.88577220726552,35.702694582309796,346.40048233701407,94.06597510216893,190.7615799780866,16.57137463775703,-148.49627829854998,-20.531994325907142,-27.558803619779287,-14.514299457177986,35.59831357169088,-74.0737631304612,-12.085069206849308,17.833829408996667,-8.115073645454538,0.9043954629435954,3.0960255611634895
HG00113,1000 Genomes,British in England and Scotland,0.35187536881408643,-66.7509713980409,-9.513823467859883,73.48375092025807,-1.4612727151449876,89.41672544744107,39.06390820573391,24.04654985130898,-19.59952827981291,3.8115727107186075,-18.713669163876002,22.391453017017486,-27.487530767965065,-24.527640937921124,-38.29877965607574,51.895111596287244,-0.01680647570463638,-28.785745096778506,-78.40306263784795,21.389863423041046
HG00114,1000 Genomes,British in England and Scotland,-2.1860496646804077,-68.25642926712679,-19.343341781241907,121.81085576653989,3.1432243064845515,3.1277720639588753,-2.912944057917417,-35.373653908514946,16.703845772524563,44.35927663953333,-0.4307044712159436,-21.369533569863552,-7.557376248498723,1.8423492505257288,56.76822291091589,-21.19613803706184,0.2698223155658941,21.910119518240233,17.40568384004878,20.638200308089615
HG00115,1000 Genomes,British in England and Scotland,0.8038650740451905,-61.22846698647418,-18.182807109285886,171.45775216259065,-32.32880988708955,-41.03434753578829,27.95603971340341,-8.334186725912891,13.369455429889664,-19.299458738740547,2.2904619459845477,20.368642373205812,-7.233998444237546,-13.721167222157755,-13.427577916156165,44.764857242604066,17.78455690616931,-16.499962265491266,40.75732195946863,85.38866031719898
HG00116,1000 Genomes,British in England and Scotland,-1.2336384665507192,-90.15781752848841,-51.010493394171114,411.391740384669,-137.14252714032915,-235.8542379300851,-32.868434853656666,90.94319730645365,-1.1122136397503293,-84.95626145656674,-30.267833710720115,-18.203421439774253,-1.0477921232524918,-4.859009570830441,-12.081555834075733,-3.6108962199178776,4.134351573339088,-6.926042623886934,9.571344873420408,-19.52431198863294
HG00117,1000 Genomes,British in England and Scotland,-3.264272970496759,-66.83716830503201,-12.948512152708494,50.90925929259154,27.39952620005437,0.5211857512202724,15.1030320356566,-97.40746693301834,-24.907600578448342,6.1962685936262485,-25.73162190947187,32.98479003440304,-34.522496449090895,-24.904203387973677,-94.6315746448832,64.91780206324448,-14.404749090221738,150.20054367275998,-193.87690316997057,-172.2360605196737
HG00118,1000 Genomes,British in England and Scotland,0.9365152505842091,-78.04911266568156,-24.23141392432234,69.00397855795505,6.410107037331159,87.320993025323,-26.140731227178797,-123.46905080927253,-70.71714582272415,88.41925606397957,97.20853548274168,54.21365907554239,9.20453865235439,45.25627647750774,-4.934518945073431,-63.26595476432457,-46.624781639743276,48.5194214269119,1.81779547326242,0.1891456435539832
HG00119,1000 Genomes,British in England and Scotland,-3.4104121420870674,-72.94441717082064,-4.83470192265147,51.70231512774265,8.18081828818682,95.63192986229556,25.30530959808111,-22.86305482410809,25.47741538893157,48.942629691090616,16.135261976958763,-46.713561516102374,16.355530226121548,-5.479492985618219,-59.07683794333335,36.88291196350871,-22.279005224040155,-69.88029034874684,0.1664409637405462,-26.318540107664603
HG00120,1000 Genomes,British in England and Scotland,-1.7385118086386082,-96.84641550234005,-39.51428981420089,414.35507920447225,-141.53405699190873,-220.57720037233844,-28.179944172778736,79.05037996458493,-0.01724692340576434,-74.58616945343569,-31.36773413317543,-23.242030409680268,-9.338821541643028,-2.2693364838053944,-21.02521451024585,5.196067254854522,11.61219101891887,-2.717574581742385,-4.7183677481957,-7.968797241914239
HG00121,1000 Genomes,British in England and Scotland,-5.19251012455997,-72.0088942913485,-17.027201168522456,51.68141590636872,29.123751202593912,60.65598600509472,3.638303495021248,-23.803441283475077,17.269355394576618,49.663344707884825,4.572228415325035,57.070696663054036,57.54693327902073,0.8036676052348315,-16.00587479007154,-2.9193431205206983,-6.522900085972187,-33.560229710256095,-22.19380801128931,19.862077038270783
HG00122,1000 Genomes,British in England and Scotland,-0.8788345016045404,-58.628099535031254,-0.4881563093798014,9.465084148073514,32.526885912617644,35.84991332445811,17.449653681307467,-33.22181398454475,-11.87356963649797,63.292546277391914,7.754126099606662,36.68713032561187,-44.04002999795418,22.545460448621004,70.37327554334644,26.706674358862188,-90.50737019170131,37.70712295763155,-36.057544938437054,-32.7109241615107
HG00123,1000 Genomes,British in England and Scotland,-2.403024892881053,-79.138864622764,-30.580684688301634,101.8219019708409,49.503339690114956,377.5263809722504,92.41502297957638,192.5425350632547,37.55187178182943,-131.27403300987842,-24.358027348808054,-64.78230769660358,-35.18835770565788,24.81048160871193,-59.95222979355044,0.4523024342411222,5.311918039374194,-5.0089516498727695,19.099919543892675,-1.8267498604004384
HG00125,1000 Genomes,British in England and Scotland,-5.837049275673395,-68.08810659094709,-8.448313058949092,75.28854254327271,19.934936541523467,142.0910383004217,30.522750014938197,14.012766606201746,-10.155727067040921,-0.3401282912061294,-20.313972985205666,13.547543868777515,-10.95923684933203,10.7902788517211,-3.3561457754066266,-18.084836369731743,0.6340081879748367,-37.167957568637036,-40.7311737487385,13.399963228458825
HG00126,1000 Genomes,British in England and Scotland,2.623941306846389,-45.77168724549604,-4.5738418324770285,-18.124157434750803,17.195587945897596,-3.4748931993967207,-9.727963825041073,-10.33467164957437,-20.34522409863011,3.418772560867338,-3.1108758741633955,-51.275420414477836,11.658701672788297,-44.22821462800396,3.687941943020163,22.267417287526882,-28.47364134419255,45.383418281535874,-35.13806682843864,-36.248650724368396
HG00127,1000 Genomes,British in England and Scotland,3.3754120719248215,-51.75222028544124,2.292442409806619,-4.40262030574775,12.829454016988345,-20.09566409841441,8.783828713034646,41.76649930910549,9.024844873776436,-7.419638045407025,20.036629457146717,8.770670169792181,-20.017769442366514,-22.862385646606604,-25.706154654464097,-11.558342408371212,2.6421295977740726,-6.492378834348384,28.674385153517918,-2.262780228262265
HG00128,1000 Genomes,British in England and Scotland,4.245303014772719,-45.61879598242868,-16.98783103447006,-19.262919783105378,4.136685348693379,-11.36528463886165,-43.368499097358466,-26.924249400472018,6.800586960947641,-30.651312692872878,21.618191999033076,-23.075042902080867,-1.0283037030903404,-58.832175308895,45.367387453759775,-19.40840130996277,-7.851093755880201,47.077190485188595,-38.383596129153,-7.5519051584167904
HG00129,1000 Genomes,British in England and Scotland,-0.6066747747753611,-47.545553802020756,-19.776680201946025,-13.94089517195694,22.545591357468723,-9.500479292091025,-15.054165900827096,-25.72794403220325,-10.463717559693022,-30.64336577812941,24.60148391556107,22.017175541286296,36.5524786607681,-11.98653998275691,13.171190390014859,47.352261413802665,-8.078263530197567,14.964201120418263,-12.716092555758815,-28.300336744621625
HG00130,1000 Genomes,British in England and Scotland,5.490967851273204,-49.796710022688764,-12.413650265265785,-29.113262010379753,13.61253482690917,-7.792884213850566,7.117491830133741,1.3280006199907424,13.492109849942876,-33.62687617089888,32.653135779831636,-9.500327161443241,3.8821900206665125,-29.709795203665532,-7.910630916457299,28.91140482434398,-5.048674094231418,-12.39344025997661,-49.24422320012748,-34.923714231865866
HG00131,1000 Genomes,British in England and Scotland,1.2614421892547456,-42.59668862969042,-5.9388534761861695,-21.055832783844377,20.118126223447927,-24.171387116057847,-11.83500088618665,-11.639008640899792,-2.8091359028027933,-33.32586663048944,0.5503830902115713,-23.05407353333016,-45.63432234007439,23.85287320204124,-30.8280052048662,-55.19939051536672,-6.41024619732433,1.8750783350337406,4.628454513146316,25.17990661722912
HG00132,1000 Genomes,British in England and Scotland,9.744646385018555,-52.91061824824595,-17.39424678822701,-9.827753070411442,13.690859322575433,17.533968700687833,3.676412119234966,27.32858026766985,-28.6374315385106,-48.51809387325652,-10.770230576717054,34.106961084530305,10.162997868307043,26.4764200101887,27.273985593234304,26.145444865169555,36.68485975972626,-65.94721724897543,4.722730103996454,-55.47162665636693
HG00133,1000 Genomes,British in England and Scotland,3.3173281347260004,-47.22603348587447,8.904135812579037,-10.587477430183638,22.737194632956033,-5.237955087293237,-22.102885507652957,8.415294738109404,-11.168383532316472,19.420609177015276,3.5356886397871428,-40.070961691393094,-31.412561269211537,-19.625995587916446,33.66257501991332,17.088177313630133,-45.75356497821608,-8.738276012868562,29.63277923523742,26.273351378598363
HG00136,1000 Genomes,British in England and Scotland,-1.5826321533427141,-44.86883395372254,-8.125252930926889,-8.971418310121356,15.485581429491296,20.264360830554924,-6.1994584632234195,36.980995444713756,14.531354421244952,-24.713551517543447,22.12588404022227,4.821994465758529,18.19482001173909,-4.8772504843824915,28.351711887848474,5.828973341995433,4.969889455369256,5.254130461504797,-8.987855676340054,-4.429236263733255
HG00137,1000 Genomes,British in England and Scotland,1.7328280718990234,-49.48349317397486,-1.163267256179181,-2.400459821289434,10.335273700383354,-3.3996297059008187,5.880239602864185,11.362767644662712,-1.590103506072112,5.9763662852137225,-17.129324705697048,24.499845801379337,-17.17156786511717,1.5926743292553145,4.037638406344348,-3.947665737894758,-1.1509035215773726,-7.172153780021185,-26.613453569134332,-61.83255796578198
HG00138,1000 Genomes,British in England and Scotland,2.5986062470806917,-43.21679997732051,-9.894147167228567,-20.011115304318334,1.798601394650965,-16.44159644071575,3.2176688095289423,0.4421946368462885,12.827445404516308,-4.195765903451176,-15.66339184951487,-37.32246880141477,-0.21617618228693544,64.94628334612034,5.440212806351345,18.937419367742816,-36.652338894470425,-4.978807251510292,38.60531524057242,-3.054030080941907
HG00139,1000 Genomes,British in England and Scotland,4.6395913071292165,-45.89640824680453,-5.183733309806071,-32.587913525835845,-2.8280521389717324,-24.541756624395454,1.574013780818489,-11.80526349255219,39.32795092030373,-5.5430660216427,37.235396245879066,-16.34574405886974,9.91265030346588,47.38793739657552,-30.807976401345528,31.16125636317584,-43.032599687848034,-40.27383993934572,-12.697795701412689,-44.63403176206474
HG00140,1000 Genomes,British in England and Scotland,-0.7098941792322536,-53.094078117027934,-14.51018900508191,-32.54788248813427,10.465861156018606,0.7232048963320336,6.495358519381819,-9.213866220929996,-9.296342785479851,-31.967855082262822,-41.53212684490046,-44.78104051931142,-7.148615159772678,-16.95868670425673,-13.153504246472199,24.98193890130248,64.15686903733966,-5.206538815185986,4.687039904504082,-72.20698963431214
HG00141,1000 Genomes,British in England and Scotland,-1.9542934023863043,-46.70352556612073,-18.376113969669355,-18.71876912661722,15.346928174072339,-21.397468095065374,-38.09428528731684,-18.257693074498004,15.89234472093876,54.600516960447536,15.63826130566092,-47.81699244616545,18.999245405949754,-8.579615224456848,-33.976143893243204,40.05020480823951,23.923382867202246,-16.99467055741232,-0.03228481988668077,-43.75852396253283
HG00142,1000 Genomes,British in England and Scotland,4.393683158607411,-38.281255243454545,-6.930231586161805,-11.738975725494862,5.505051019407995,-14.127017115068886,-19.17838981745413,-50.656899036191874,1.6793139748371384,-16.059521880914954,-4.585066350156264,-46.597525934817426,11.600004337492816,-25.732621185992823,47.949237166647244,0.33243856307628555,-43.277701575460846,-51.07129862784063,-17.17561453860695,20.588668121965373
HG00143,1000 Genomes,British in England and Scotland,3.1635470993156987,-39.99162492326093,-19.06839394801011,-14.73522804639558,30.65678641318977,-2.0945023017621756,-27.051749714265718,30.755070522360572,-6.651415862201091,-42.74524448540096,-0.28121286656863,-38.32214277521598,4.884670500007701,24.397018586933374,28.962549315493984,-87.21992648850701,-4.758481994690345,39.57665462327365,-4.462106252709781,-40.13414473604003
HG00145,1000 Genomes,British in England and Scotland,3.3838469778724685,-41.284934085874056,-12.670615833527291,-30.96031813852836,3.531183592292924,2.1025714154744963,3.1783581192346815,48.750574427805944,19.355023483673158,4.998213904471142,2.044559399899362,-45.750271167998534,3.2597837838836883,0.4388043190837219,36.69418571285043,-7.751955406973534,18.422177635979292,-21.383094915390075,54.160906014991276,23.08337992175994
HG00146,1000 Genomes,British in England and Scotland,4.042470802746093,-41.99223544393413,-13.548147959104131,-16.503139216362282,11.003773575294426,-20.252804755691635,-30.096663534347353,-5.746870343292555,-10.82701061420773,-26.96032370144245,-8.58401672372185,-47.40493191118621,-51.524396851652334,-32.48491034806693,9.803009120634034,-33.90582788026678,-36.89794621534731,-4.295156080239958,10.561926185366039,-63.07377064018946
HG00148,1000 Genomes,British in England and Scotland,3.886044082887797,-55.06744712251205,-19.532098048125192,-31.107012459815024,28.61161246010511,-37.90015678244297,-22.91142523366887,-35.35213713308302,-14.973408271492719,-12.565249137366951,-53.14492846025213,23.337150184874307,-18.477918274124793,-15.037258567072582,1.6241399318187364,-42.735531002833866,-33.01641394325825,63.54039236766836,13.893014292789404,-70.2317527581769
HG00149,1000 Genomes,British in England and Scotland,1.304536848884192,-41.239013322584995,-11.767797990626104,-25.084683916510507,23.264746250426803,0.2925164305838022,-49.932579734640136,15.414466051267357,-37.692093738368484,-8.568938522516438,63.52774667517708,-45.51261070197682,-16.332241766639832,28.865264657785975,6.953725958076397,-17.86655162291651,-41.934177747064574,42.290899592051424,35.544177761493934,-9.588615360381286
HG00150,1000 Genomes,British in England and Scotland,0.9197064638710731,-42.72590851946477,-7.938951398367991,-23.239178875767788,11.550543912601501,-30.206092309051233,-0.2555185474022801,-27.28436393893497,-2.894249092740829,-1.3637363698636527,13.00550958322736,-28.196950429285145,-15.878648131476625,-58.77026025249924,17.71654922123952,36.590589285152866,-15.623504561314311,-14.345309253481844,14.186228750878039,4.3666514785890955
HG00151,1000 Genomes,British in England and Scotland,-1.1794219233926828,-49.004068016191326,-8.020795586803153,-19.900250150085732,-4.563960955876077,-15.28445591452632,2.409122502009324,33.257045060792755,-8.78622712838818,-7.305958150075295,6.765886495530246,-5.047306238530365,-12.032339950223765,-12.235670593640121,-22.928277258548274,-54.380080610242246,2.588875200938866,16.769663491788332,-5.104527404688985,51.92886585151655
HG00154,1000 Genomes,British in England and Scotland,4.9773828670287505,-44.27020303367084,3.103638324480476,-19.28327632986063,27.023146560264795,5.160356915646952,-12.46504296706072,-36.61623745681466,-17.619625131266943,-27.71975417173707,-20.665240965295563,0.07031383869372282,29.393552642127048,23.523875843838024,-38.84006290450604,-2.898722943693552,-45.005237275330146,60.29618078645496,16.314538321198732,-0.31453390126450087
HG00155,1000 Genomes,British in England and Scotland,-3.3326567545571497,-52.84188170008345,-14.17280385172735,-31.965124850798265,7.538695001744373,-19.103021297186892,-21.913539609232167,-24.308989115388066,-22.644460125771573,-34.689813557998875,-39.149161872220496,-18.94534868996482,-33.24665342222126,30.200005770264557,10.875222552633046,18.89422732124753,-5.429056951022196,31.763511022181287,18.152450655382992,-3.815749232102103
HG00157,1000 Genomes,British in England and Scotland,2.1282471763564224,-53.99351972346266,-1.9113552176912914,-17.236958321143124,11.385545629594295,-14.266005977063779,-14.369655425143343,22.29044671084022,-0.6577126713526472,-28.350387247185374,13.474035030819598,-16.97578646794737,35.850780978138886,-13.765570321662596,21.961084023229965,7.282911341315352,42.81984782862204,-10.428226642069747,10.643960683261552,6.619243443451338
HG00158,1000 Genomes,British in England and Scotland,1.8149722171300566,-49.97701621412998,-17.579123817557253,-11.095620499412536,14.31500424167807,-29.59305004268719,-18.375234368549087,23.342455556594015,17.242451147417942,13.42084931757694,-7.513659418678283,-10.528649656366007,-6.438340893414959,-15.105534148929074,-1.7403989343352906,-5.622516195741207,-25.286060687848263,12.913097303913572,-8.410464846803976,12.473915182131813
HG00159,1000 Genomes,British in England and Scotland,6.131725192563461,-40.822396384611565,-11.36071257116883,-24.14225431775959,16.515321505541337,-9.50312532324008,-11.723678288060603,7.243274192609061,-1.9059439775384825,-2.818910560218867,-48.86616451554658,-34.49764216190447,0.024818022298425228,31.676781802809995,4.446020101250415,-54.525063292687214,-22.911141711328927,-24.530951847749318,33.67525939735952,-18.521405923303277
HG00160,1000 Genomes,British in England and Scotland,0.7683325909971022,-51.158183290255,-17.09238652542832,-10.366880737121097,9.225320680822207,-15.590584094229241,2.360148597790291,21.55491706991366,1.360020146780632,-27.188127202659224,-12.34865305283001,-35.36683143870122,-1.8786075125710704,-17.967314995000766,-6.581818868997876,6.516718702507821,-55.32017021432693,22.775635274842987,17.84734487507647,20.138852329166244
HG00171,1000 Genomes,Finnish in Finland,-128.30143747449773,39.04780922972148,4.647934517381351,15.935239040679525,8.105000591832985,-27.49957874257544,-8.36477344838643,-0.3987881049135444,5.276897269317258,-19.1471534146724,1.113390883920341,-7.829607118006975,-3.6985587415085655,5.639986039718666,3.5278497538232596,10.008888178140156,3.4905599219465753,-0.2940629998090553,4.693942178159896,6.18672875808281
HG00173,1000 Genomes,Finnish in Finland,-117.33716180552389,31.294758647316,-2.903431057464511,4.3384664015621555,6.090267147708395,11.19194403245586,5.964232074924984,12.502840234645827,-4.270531690797506,9.117076520044,27.680962318473174,3.622014700322802,-4.340712249932343,-11.481268736522189,19.414668419402787,-35.89624892365549,23.068957200227523,-10.387424734247762,-21.63756768067159,-22.987812062668176
HG00174,1000 Genomes,Finnish in Finland,-86.42047705346442,12.638792654545563,5.225826770982194,-4.278279146686573,15.873766749574388,8.425999723077787,-4.109843237916002,6.727504490498587,5.702431475392401,-13.968715369302014,-6.199688589640314,5.2123650506295744,3.6602235416377655,-1.9079216356494675,-2.1288256588657277,20.56971006358483,-13.60067513771164,26.45615603978081,-30.593137236426532,-19.89707838930161
HG00176,1000 Genomes,Finnish in Finland,-119.31610339829267,44.91511354149696,-4.806508235409661,-0.5267158544962874,-0.7717167535775515,5.470225353644547,-2.040586079075271,23.779257564081185,6.489001623186835,-18.880687677988917,1.7112197043095208,-11.49004985660736,-1.5447133626735179,-11.346649735476705,40.22121704053923,-23.4428726074161,-12.892537855633606,29.856612060544983,-4.572886348083432,4.992503444482348
HG00177,1000 Genomes,Finnish in Finland,-119.57160099427297,41.46025014915524,5.031582729972785,0.34200326235341333,-1.3080546153588466,13.333848504707849,-0.5422367280637924,6.804725397948363,-2.6349885295380493,3.8628466795532286,1.7857910033879931,11.40504489855401,5.114707161086495,0.14634918302848685,-0.4656355095917484,8.352871474414135,8.113773955023207,4.889236368923708,9.048703527093295,-7.980547639999107
HG00178,1000 Genomes,Finnish in Finland,-109.02241433945281,28.916786672955453,-5.536086247516092,-7.3098708308015725,-8.089146817436262,8.027279259265983,8.232554769710877,-12.870783266161242,1.2061157826963278,-7.248000469621183,-24.65403901042656,-23.390637066111363,10.619739093963982,30.026183113080187,-31.473216764190273,6.147343140355718,-20.07882572750249,-18.984510458048696,-3.341826060314529,-26.824450916340833
HG00179,1000 Genomes,Finnish in Finland,-106.50664852453191,23.004108684031042,-6.333444003889843,-8.460839843564843,4.4680435784501205,-6.301064436658734,15.198598169313344,9.200447556290577,-4.8723978349617685,15.137242199346082,3.2178453005676437,-1.642354612649533,13.61232252118807,-15.561591238325693,31.092781897820437,26.48081969978366,-8.82154320878201,0.6895523296874517,-10.012239934053335,-6.358987753022702
HG00180,1000 Genomes,Finnish in Finland,-105.52580404693488,21.464568922047246,0.9226581861524903,-7.7680780977995925,5.168445744732211,-8.160126835866496,-0.4293208854754986,14.1798644350507,-3.6409593942283256,8.726754665455744,22.53439617408471,21.243609457022202,20.446062355121274,6.009678770510959,7.678378049636028,-13.664783307067195,1.9559009317991878,0.6167320064092517,8.523886255213485,20.744354554450297
HG00181,1000 Genomes,Finnish in Finland,-67.5100062130287,47.044919137531295,-10.939964331969446,9.478690036275804,-11.200364554020618,3.649106710970801,0.19906051542923806,-2.829836795048194,18.339491874230475,25.324841718554367,22.395582156250885,21.675136210827212,-27.917783112837665,6.5260123804287495,11.217865058559159,-1.4926645357947572,-15.165771371929495,-21.212019706297518,16.495527293233582,-2.2742457155067486
HG00182,1000 Genomes,Finnish in Finland,-120.38489554729281,36.30033041709667,1.6866319103037313,6.401449316344141,-17.551567565820147,13.33283968386323,-3.5719826074932493,1.1576651600367496,7.124576699259236,-6.1613959607377895,-24.81560749661896,-17.07447163992765,-1.7007448683567272,5.085988997182375,25.099537714174858,-23.432320629083435,-17.42096107303117,-0.9337586296929985,-7.821430489932346,-26.504494511733814
HG00183,1000 Genomes,Finnish in Finland,-122.4542304084023,33.92565726209524,8.717621458998211,18.1256289190556,1.5723326723406406,-7.041364834743952,-1.6088368481113595,-9.941848431821056,10.664932801084243,1.0798015590614585,-15.933423946034244,-6.9177403798273795,5.254846401617346,-7.509813756702172,6.637096717529589,26.70002973235248,3.802053275863081,-11.620357672383491,21.11004265541302,-8.807729539563905
HG00185,1000 Genomes,Finnish in Finland,-123.01303896227502,32.72781922514437,0.6152921234187072,7.045289931036988,3.085123190100469,9.985452888975312,7.237853715326353,8.929045400763783,18.15131162669327,-12.704503415115934,-4.4940766706273925,-1.5609729075811134,-5.348816561833808,-17.326009423020352,4.141242536621333,7.643064950232542,18.65347155891732,8.915957652352413,-24.045208673175683,27.18379300392884
HG00186,1000 Genomes,Finnish in Finland,-124.39793214345138,36.037634252286466,11.454719525949333,0.8071053376859416,-5.549147309796345,8.586278005063326,7.4855702999134035,-9.385127072247405,3.3760706150813333,-3.2226606789427263,6.436020492966588,-4.695286026268041,-17.46828576649129,5.545369266957828,22.795432000461144,8.558769906367164,-11.018865872980127,3.995707018448358,4.789395330259505,-12.46097218235791
HG00187,1000 Genomes,Finnish in Finland,-130.48421512885093,54.77277069785802,10.386536356742633,15.364576477567558,-12.959743502789134,-2.4651182849008344,9.201265037880608,-9.24891637985145,16.9283529804048,-5.57361190948364,16.32646564929083,23.707006847285573,11.121406849085533,15.168863164490284,-4.484234548461694,4.071385408180586,8.349152467110624,-0.6810841608196454,22.103030318328692,6.26599759312284
HG00188,1000 Genomes,Finnish in Finland,-106.2498634654567,31.31596802649281,-3.4817393658528206,-1.8923529099876626,-8.45301258651798,2.6692917097131734,14.818909047358524,11.381292714151554,2.2706847643923993,7.992234570328177,15.505095716538898,-2.295656517564543,18.31647792555794,-10.122271409285611,-24.944811823828722,24.307547078559402,24.894726369950675,-27.615706677192883,2.7118536243274542,48.287678287869454
