seqnames,start,end,width,strand,gc,cds_density,exon_density,promoter_density,repeat_content,nearest_gene_dist,gene_density_1mb,cds_overlap,exon_overlap,promoter_overlap,nearest_gene_dist_log10,range_width
chr1,61637624,61637898,275,*,0.38545454545454544,0,0,0,0,0,2,0,0,0,0,275
chr1,61710909,61711108,200,*,0.29,0,0,0,0,0,4,0,0,0,0,200
chr1,61762705,61763185,481,*,0.35550935550935553,0,0,0,0,0,4,0,0,0,0,481
chr1,61989782,61990098,317,*,0.35331230283911674,0,0,0,0,61321,4,0,0,0,4.787616310807244,317
chr1,63464550,63465539,990,*,0.39494949494949494,0,0,0,0,133608,7,0,0,0,5.1258357135189385,990
chr1,63553533,63553789,257,*,0.3735408560311284,0,0,0,0,70964,9,0,0,0,4.8510442071042466,257
chr1,64254386,64254693,308,*,0.4772727272727273,0,0,0,0,0,9,0,0,0,0,308
chr1,64590699,64591196,498,*,0.3654618473895582,0,0,0,0,0,5,0,0,0,0,498
chr1,65015855,65016150,296,*,0.35135135135135137,0,0,0,0,0,6,0,0,0,0,296
chr1,65543193,65543318,126,*,0.4126984126984127,0,0,0,0,19001,10,0,0,0,4.278799313755556,126
chr1,70080278,70080410,133,*,0.37593984962406013,0,0,0,0,0,2,0,0,0,0,133
chr1,71662615,71663043,429,*,0.2937062937062937,0,0,0,0,0,6,0,0,0,0,429
chr1,72253982,72254260,279,*,0.2724014336917563,0,0,0,0,0,2,0,0,0,0,279
chr1,72879559,72879884,326,*,0.3558282208588957,0,0,0,0,131153,1,0,0,0,5.117781540457723,326
chr1,74361725,74361861,137,*,0.31386861313868614,0,0,0,0,129840,4,0,0,0,5.113411851648809,137
chr1,74534556,74534670,115,*,0.3391304347826087,0,0,0,0,0,5,0,0,0,0,115
chr1,75160270,75160478,209,*,0.2679425837320574,0,0,0,0,10693,8,0,0,0,4.029140179764322,209
chr1,75376974,75377151,178,*,0.30337078651685395,0,0,0,0,144613,7,0,0,0,5.16021033879828,178
chr1,76605841,76605861,21,*,0.2857142857142857,0,0,0,0,0,9,0,0,0,0,21
chr1,79486286,79486624,339,*,0.3185840707964602,0,0,0,0,13790,4,0,0,0,4.139595758469972,339
chr1,79757840,79757959,120,*,0.3333333333333333,0,0,0,0,285344,1,0,0,0,5.455370266962305,120
chr1,80919104,80919231,128,*,0.296875,0,0,0,0,852613,0,0,0,0,5.930752459524846,128
chr1,81283700,81283902,203,*,0.35467980295566504,0,0,0,0,487942,1,0,0,0,5.688369092020536,203
chr1,81373874,81373993,120,*,0.31666666666666665,0,0,0,0,397851,1,0,0,0,5.599721545598759,120
chr1,81494087,81494421,335,*,0.31343283582089554,0,0,0,0,277423,1,0,0,0,5.443144029256018,335
chr1,81623753,81623890,138,*,0.36231884057971014,0,0,0,0,147954,1,0,0,0,5.170129646317995,138
chr1,81669025,81669153,129,*,0.3643410852713178,0,0,0,0,102691,1,0,0,0,5.011536612134933,129
chr1,82064453,82064819,367,*,0.3896457765667575,0,0,0,0,0,1,0,0,0,0,367
chr1,82497622,82497755,134,*,0.3358208955223881,0,0,0,0,39514,1,0,0,0,4.596761986275244,134
chr1,83220918,83221206,289,*,0.42560553633217996,0,0,0,0,762810,0,0,0,0,5.882416947096642,289
chr1,83230990,83231018,29,*,0.3103448275862069,0,0,0,0,772882,0,0,0,0,5.888113754849482,29
chr1,83231087,83231270,184,*,0.30978260869565216,0,0,0,0,772979,0,0,0,0,5.888168257175756,184
chr1,83451696,83451955,260,*,0.36153846153846153,0,3.846153846153846,3.846153846153846,0,807642,0,0,1,1,5.907219433309716,260
chr1,83871363,83871911,549,*,0.37340619307832423,0,0,0,0,387686,2,0,0,0,5.588481238399725,549
chr1,83969386,83969759,374,*,0.3582887700534759,0,0,0,0,289838,2,0,0,0,5.462156822630017,374
chr1,84211471,84211971,501,*,0.32335329341317365,0,0,0,0,47626,3,0,0,0,4.677853226389213,501
chr1,87835464,87835856,393,*,0.361323155216285,0,0,2.544529262086514,0,0,5,0,0,1,0,393
chr1,88075880,88076121,242,*,0.3677685950413223,0,0,0,0,238541,3,0,0,0,5.37756485617428,242
chr1,88285959,88286718,760,*,0.38552631578947366,0,0,0,0,448620,2,0,0,0,5.651879599096834,760
chr1,88393080,88393389,310,*,0.3064516129032258,0,0,0,0,555741,0,0,0,0,5.744873219673571,310
chr1,88536747,88536889,143,*,0.35664335664335667,0,0,0,0,613032,0,0,0,0,5.787483853526821,143
chr1,88615793,88616583,791,*,0.3463969658659924,0,0,0,0,533338,0,0,0,0,5.727003342290619,791
chr1,88624259,88624624,366,*,0.2650273224043716,0,0,0,0,525297,0,0,0,0,5.720405747289655,366
chr1,88645431,88645630,200,*,0.31,0,0,0,0,504291,0,0,0,0,5.702682078642153,200
chr1,88927379,88928363,985,*,0.35939086294416245,0,0,0,0,221558,3,0,0,0,5.3454893963037575,985
chr1,88952732,88952922,191,*,0.418848167539267,0,0,0,0,196999,4,0,0,0,5.2944662261615925,191
chr1,91286399,91286754,356,*,0.3539325842696629,0,0,0,0,94102,3,0,0,0,4.973603468939239,356
chr1,95732749,95732962,214,*,0.35514018691588783,0,0,0,0,19967,8,0,0,0,4.30033456800233,214
chr1,95746875,95747329,455,*,0.3274725274725275,0,0,0,0,34093,8,0,0,0,4.53267795681758,455
chr1,95806902,95807307,406,*,0.312807881773399,0,0,0,0,94120,8,0,0,0,4.973686532742985,406
chr1,96399441,96399879,439,*,0.37585421412300685,0,0,0,0,454528,1,0,0,0,5.657561597432983,439
chr1,96960770,96961029,260,*,0.3,0,0,0,0,226145,1,0,0,0,5.354388910484365,260
chr1,97391567,97392094,528,*,0.38636363636363635,0,0,0,0,110961,3,0,0,0,5.045174275941363,528
chr1,97463382,97463624,243,*,0.46502057613168724,0,0,0,0,79675,3,0,0,0,4.9013275229365645,243
chr1,98623230,98623400,171,*,0.3157894736842105,0,0,0,0,52866,5,0,0,0,4.723184666553933,171
chr1,101620919,101621057,139,*,0.35251798561151076,0,0,0,0,81247,5,0,0,0,4.909812679193628,139
chr1,102133324,102133549,226,*,0.3185840707964602,0,0,0,0,134577,3,0,0,0,5.128974069846995,226
chr1,102540133,102540261,129,*,0.3333333333333333,0,0,0,0,77342,2,0,0,0,4.888421013588832,129
chr1,104820734,104820841,108,*,0.4444444444444444,0,0,0,0,201040,1,0,0,0,5.303284635818313,108
chr1,105537115,105537278,164,*,0.29878048780487804,0,0,0,0,917421,0,0,0,0,5.962569150406866,164
chr1,106895327,106895640,314,*,0.32802547770700635,0,0,0,0,703626,0,0,0,0,5.847342496115201,314
chr1,107219175,107219474,300,*,0.36333333333333334,0,0,0,0,379792,2,0,0,0,5.579546955952897,300
chr1,116369229,116369338,110,*,0.36363636363636365,0,0,0,0,9660,6,0,0,0,3.985022082109535,110
chr1,116854479,116854683,205,*,0.48292682926829267,0,0,0,0,60320,9,0,0,0,4.780468532644244,205
chr1,119279492,119279507,16,*,0.375,0,0,0,0,146158,2,0,0,0,5.164825562970866,16
chr1,119675659,119675931,273,*,0.3956043956043956,0,0,0,0,0,8,0,0,0,0,273
chr1,120139472,120139726,255,*,0.43529411764705883,0,0,0,0,598,13,0,0,0,2.7774268223893115,255
chr1,144340517,144340754,238,*,0.4957983193277311,0,8.403361344537815,21.008403361344538,0,0,6,0,1,1,0,238
chr1,146126728,146127077,350,*,0.3485714285714286,0,0,0,0,0,13,0,0,0,0,350
chr1,146136364,146136465,102,*,0.3137254901960784,0,0,0,0,0,13,0,0,0,0,102
chr1,146139588,146139754,167,*,0.38922155688622756,0,0,0,0,0,13,0,0,0,0,167
chr1,146149885,146150231,347,*,0.4265129682997118,0,0,0,0,0,14,0,0,0,0,347
chr1,146150271,146150718,448,*,0.4017857142857143,0,0,0,0,0,14,0,0,0,0,448
chr1,146512855,146513020,166,*,0.4819277108433735,0,0,6.024096385542168,0,0,13,0,0,1,0,166
chr1,147691717,147692063,347,*,0.4265129682997118,0,0,2.8818443804034586,0,67115,9,0,0,1,4.826826065375873,347
chr1,147692103,147692550,448,*,0.40401785714285715,0,0,2.232142857142857,0,67501,9,0,0,1,4.8293166406250405,448
chr1,149576472,149576706,235,*,0.4978723404255319,0,8.51063829787234,34.04255319148936,0,0,16,0,1,1,0,235
chr1,157694099,157694333,235,*,0.425531914893617,0,0,0,0,21189,9,0,0,0,4.326130956710794,235
chr1,158145112,158145257,146,*,0.3150684931506849,0,0,0,0,4479,20,0,0,0,3.651278013998144,146
chr1,163207617,163207928,312,*,0.33653846153846156,0,0,0,0,0,6,0,0,0,0,312
chr1,163534096,163534315,220,*,0.40454545454545454,0,0,0,0,208542,3,0,0,0,5.319195616802831,220
chr1,164350239,164350495,257,*,0.4357976653696498,0,0,0,0,178101,2,0,0,0,5.2506687964092675,257
chr1,170612085,170612280,196,*,0.24489795918367346,0,0,0,0,21032,11,0,0,0,4.322901221831552,196
chr1,170717506,170717867,362,*,0.3149171270718232,0,0,0,0,8964,10,0,0,0,3.952550293898202,362
chr1,172193557,172193835,279,*,0.36917562724014336,0,0,0,0,0,9,0,0,0,0,279
chr1,175535113,175535518,406,*,0.3842364532019704,0,0,0,0,0,5,0,0,0,0,406
chr1,175704683,175704908,226,*,0.37168141592920356,0,0,0,0,0,3,0,0,0,0,226
chr1,175722740,175722898,159,*,0.4276729559748428,0,0,0,0,9987,3,0,0,0,3.99947853367931,159
chr1,177009235,177009502,268,*,0.44029850746268656,0,0,0,0,0,4,0,0,0,0,268
chr1,177087438,177087640,203,*,0.3891625615763547,0,0,0,0,0,4,0,0,0,0,203
chr1,177332796,177333000,205,*,0.32195121951219513,0,0,0,0,81237,3,0,0,0,4.909759222959559,205
chr1,177580824,177581149,326,*,0.31901840490797545,0,0,0,0,316339,6,0,0,0,5.500154110287307,326
chr1,177864917,177865481,565,*,0.384070796460177,0,0,0,0,32007,4,0,0,0,4.50525853837094,565
chr1,178363596,178363891,296,*,0.36486486486486486,0,0,0,0,0,9,0,0,0,0,296
chr1,181777912,181778155,244,*,0.2827868852459016,0,0,0,0,1990,2,0,0,0,3.2990712600274095,244
chr1,188602204,188602416,213,*,0.25821596244131456,0,0,0,0,1464380,0,0,0,0,6.165654085377011,213
chr1,192111618,192111727,110,*,0.2636363636363636,0,0,0,0,15864,4,0,0,0,4.200440076436431,110
chr1,193932445,193932554,110,*,0.34545454545454546,0,0,0,0,708502,0,0,0,0,5.85034169351176,110
chr1,194534288,194534501,214,*,0.3037383177570093,0,0,0,0,1310345,0,0,0,0,6.117385987296953,214
chr1,195873030,195873226,197,*,0.3299492385786802,0,0,0,0,321686,1,0,0,0,5.507433510568297,197
chr1,200284036,200284638,603,*,0.30514096185737977,0,0,0,0,27033,6,0,0,0,4.431910309457633,603
chr1,202664609,202664793,185,*,0.40540540540540543,0,0,0,0,0,19,0,0,0,0,185
chr1,204233371,204233409,39,*,0.46153846153846156,0,0,0,0,0,16,0,0,0,0,39
chr1,204591530,204591699,170,*,0.4647058823529412,0,0,0,0,0,15,0,0,0,0,170
chr1,204900580,204900750,171,*,0.4093567251461988,0,0,0,0,0,13,0,0,0,0,171
chr1,208608186,208608637,452,*,0.334070796460177,0,0,0,0,190520,1,0,0,0,5.279942852355311,452
chr1,208941242,208941707,466,*,0.3497854077253219,0,0,0,0,523576,0,0,0,0,5.718980560352979,466
chr1,209734796,209735123,328,*,0.45426829268292684,0,0,0,0,21921,12,0,0,0,4.3408801734136455,328
chr1,210436019,210436248,230,*,0.4652173913043478,0,0,0,0,19578,9,0,0,0,4.291790506385784,230
chr1,212253114,212253453,340,*,0.38823529411764707,0,0,0,0,0,10,0,0,0,0,340
chr1,213759462,213759974,513,*,0.3937621832358674,0,0,0,0,312653,3,0,0,0,5.495063989283487,513
chr1,214102711,214102882,172,*,0.313953488372093,0,0,0,0,2714,4,0,0,0,3.433769833924866,172
chr1,214202296,214202547,252,*,0.4246031746031746,0,0,0,0,0,4,0,0,0,0,252
chr1,215846404,215846591,188,*,0.32978723404255317,0,0,0,0,0,3,0,0,0,0,188
chr1,216356755,216357348,594,*,0.3400673400673401,0,0,0,0,0,2,0,0,0,0,594
chr1,216885961,216886546,586,*,0.3447098976109215,0,0,0,0,0,2,0,0,0,0,586
chr1,217138106,217138347,242,*,0.30991735537190085,0,0,0,0,0,2,0,0,0,0,242
chr1,217227959,217228105,147,*,0.3877551020408163,0,0,0,0,0,2,0,0,0,0,147
chr1,217633638,217633841,204,*,0.3333333333333333,0,0,0,0,0,4,0,0,0,0,204
chr1,217944113,217944690,578,*,0.3771626297577855,0,1.7301038062283738,0,0,0,3,0,1,0,0,578
chr1,218024623,218024798,176,*,0.3181818181818182,0,0,0,0,0,6,0,0,0,0,176
chr1,218030543,218030819,277,*,0.45126353790613716,0,0,0,0,0,6,0,0,0,0,277
chr1,218392867,218393180,314,*,0.3535031847133758,0,0,0,0,65448,5,0,0,0,4.815903015320698,314
chr1,218428302,218428846,545,*,0.3174311926605505,0,0,0,0,29782,5,0,0,0,4.473968441496234,545
chr1,224898816,224898858,43,*,0.3488372093023256,0,0,0,0,0,7,0,0,0,0,43
chr1,228288031,228288336,306,*,0.5130718954248366,0,0,0,0,91,27,0,0,0,1.9637878273455553,306
chr1,228636833,228637153,321,*,0.4454828660436137,0,0,0,0,7911,19,0,0,0,3.898286278589123,321
chr1,231674968,231675300,333,*,0.33633633633633636,0,0,0,0,0,14,0,0,0,0,333
chr1,234162232,234162343,112,*,0.36607142857142855,0,0,0,0,0,6,0,0,0,0,112
chr1,237207752,237207919,168,*,0.48214285714285715,0,0,0,0,0,6,0,0,0,0,168
chr1,243216423,243216810,388,*,0.520618556701031,0,0,2.5773195876288657,0,2805,5,0,0,1,3.448087666692341,388
chr1,243364666,243364776,111,*,0.32432432432432434,0,0,0,0,0,5,0,0,0,0,111
chr1,243502412,243502466,55,*,0.6181818181818182,0,0,0,0,0,5,0,0,0,0,55
chr1,245320618,245320734,117,*,0.4188034188034188,0,0,0,0,0,6,0,0,0,0,117
chr1,245389035,245389269,235,*,0.3574468085106383,0,0,0,0,0,5,0,0,0,0,235
chr1,247348198,247348325,128,*,0.515625,0,0,0,0,12879,20,0,0,0,4.109915863023794,128
chr2,2593309,2593497,189,*,0.31216931216931215,0,0,0,0,258263,2,0,0,0,5.412063873107235,189
chr2,6485396,6485718,323,*,0.3157894736842105,0,0,0,0,357031,4,0,0,0,5.552707142724531,323
chr2,6704434,6704810,377,*,0.33687002652519893,0,0,0,0,164489,5,0,0,0,5.216139500603143,377
chr2,7464878,7465126,249,*,0.6144578313253012,0,0,0,0,96265,5,0,0,0,4.983472926588011,249
chr2,8012026,8012161,136,*,0.34558823529411764,0,0,0,0,50394,3,0,0,0,4.702387449538213,136
chr2,11242507,11242669,163,*,0.4662576687116564,0,0,0,0,0,12,0,0,0,0,163
chr2,11531932,11531952,21,*,0.5238095238095238,0,0,0,0,2154,12,0,0,0,3.3334472744967503,21
chr2,12061152,12061457,306,*,0.43137254901960786,0,0,0,0,84039,6,0,0,0,4.924486043733915,306
chr2,12538255,12538438,184,*,0.41847826086956524,0,0,0,0,318559,2,0,0,0,5.503191242683334,184
chr2,14837417,14837799,383,*,0.3394255874673629,0,0,0,0,57248,2,0,0,0,4.757767905015857,383
chr2,16196097,16196135,39,*,0.38461538461538464,0,0,0,0,108967,4,0,0,0,5.037298979924027,39
chr2,16224878,16225057,180,*,0.39444444444444443,0,0,0,0,137748,3,0,0,0,5.139088454739371,180
chr2,19661654,19661796,143,*,0.42657342657342656,0,0,0,0,103281,5,0,0,0,5.014024639217251,143
chr2,20698160,20698282,123,*,0.3170731707317073,0,0,0,0,48958,8,0,0,0,4.689832538653086,123
chr2,21475217,21475777,561,*,0.37967914438502676,0,0,0,0,208271,3,0,0,0,5.318630887504799,561
chr2,21676288,21676679,392,*,0.4719387755102041,0,0,0,0,233626,2,0,0,0,5.36852303224776,392
chr2,21676685,21676953,269,*,0.3940520446096654,0,0,0,0,233352,2,0,0,0,5.368013388572667,269
chr2,21721040,21721345,306,*,0.3627450980392157,0,0,0,0,188960,2,0,0,0,5.276372178604181,306
chr2,21741641,21741777,137,*,0.40875912408759124,0,0,0,0,168528,2,0,0,0,5.226674643820393,137
chr2,21742296,21742526,231,*,0.4199134199134199,0,0,0,0,167779,2,0,0,0,5.224740190060544,231
chr2,21873203,21873467,265,*,0.2641509433962264,0,0,0,0,36838,1,0,0,0,4.566307832698092,265
chr2,21882003,21882324,322,*,0.40993788819875776,0,0,0,0,27981,1,0,0,0,4.446878752254525,322
chr2,21981022,21981342,321,*,0.411214953271028,0,0,0,0,47497,1,0,0,0,4.676675323156437,321
chr2,22181800,22181901,102,*,0.35294117647058826,0,0,0,0,248275,1,0,0,0,5.394934739806957,102
chr2,22552420,22552710,291,*,0.3917525773195876,0,0,0,0,618895,0,0,0,0,5.791617675803912,291
chr2,22657838,22657908,71,*,0.4225352112676056,0,0,0,0,724313,0,0,0,0,5.859926879600807,71
chr2,22822549,22822789,241,*,0.4024896265560166,0,0,0,0,785508,0,0,0,0,5.895151165350461,241
chr2,22886045,22886184,140,*,0.32857142857142857,0,0,0,0,722113,0,0,0,0,5.858605764969498,140
chr2,23125050,23125329,280,*,0.4142857142857143,0,0,0,0,482968,1,0,0,0,5.683919255884009,280
chr2,23216031,23216055,25,*,0.36,0,0,0,0,392242,1,0,0,0,5.5935552018740164,25
chr2,23555048,23555340,293,*,0.45733788395904434,0,0,0,0,52957,2,0,0,0,4.723931575272937,293
chr2,23637714,23637838,125,*,0.384,0,0,0,0,0,2,0,0,0,0,125
chr2,23831325,23831814,490,*,0.3346938775510204,0,0,0,0,0,9,0,0,0,0,490
chr2,25303791,25304198,408,*,0.42401960784313725,0,0,0,0,0,11,0,0,0,0,408
chr2,26032795,26033230,436,*,0.44495412844036697,0,0,0,0,0,10,0,0,0,0,436
chr2,30087741,30087935,195,*,0.5076923076923077,0,0,0,0,0,3,0,0,0,0,195
chr2,30704859,30705164,306,*,0.28104575163398693,0,0,0,0,0,5,0,0,0,0,306
chr2,31298475,31298518,44,*,0.5,0,0,0,0,0,7,0,0,0,0,44
chr2,33930034,33930349,316,*,0.37341772151898733,0,0,0,0,20778,4,0,0,0,4.317624643080059,316
chr2,34609952,34610173,222,*,0.3783783783783784,0,0,0,0,656667,0,0,0,0,5.817345853257242,222
chr2,34792310,34792506,197,*,0.4517766497461929,0,0,0,0,839025,0,0,0,0,5.923775419090409,197
chr2,35732359,35732567,209,*,0.3444976076555024,0,0,0,0,849324,0,0,0,0,5.929073907791644,209
chr2,36137583,36137740,158,*,0.4430379746835443,0,0,0,0,444151,2,0,0,0,5.6475316220613445,158
chr2,36566968,36567298,331,*,0.3716012084592145,0,0,0,0,14593,5,0,0,0,4.164174341916649,331
chr2,36616427,36616665,239,*,0.4393305439330544,0,0,0,0,0,5,0,0,0,0,239
chr2,36752991,36753338,348,*,0.29310344827586204,0,0,0,0,0,6,0,0,0,0,348
chr2,38260970,38261148,179,*,0.3407821229050279,0,0,0,0,0,6,0,0,0,0,179
chr2,39836619,39836722,104,*,0.25961538461538464,0,0,0,0,5402,7,0,0,0,3.732634967539196,104
chr2,41010945,41011125,181,*,0.35911602209944754,0,0,0,0,271369,1,0,0,0,5.4335618346479615,181
chr2,41311543,41311562,20,*,0.2,0,0,0,0,571967,0,0,0,0,5.757371731918593,20
chr2,44252260,44252551,292,*,0.3664383561643836,0,0,0,0,29115,11,0,0,0,4.464131710707957,292
chr2,44707106,44707276,171,*,0.391812865497076,0,0,0,0,0,7,0,0,0,0,171
chr2,44720747,44721389,643,*,0.30793157076205285,0,0,0,0,0,7,0,0,0,0,643
chr2,44944608,44944914,307,*,0.36807817589576547,0,0,0,0,0,8,0,0,0,0,307
chr2,45560691,45560886,196,*,0.45408163265306123,0,0,0,0,54932,5,0,0,0,4.739833317351389,196
chr2,49444183,49444358,176,*,0.39204545454545453,0,0,0,0,62516,3,0,0,0,4.795998129380644,176
chr2,49465129,49465595,467,*,0.37044967880085655,0,0,0,0,83462,3,0,0,0,4.921493990967949,467
chr2,49583404,49583679,276,*,0.38405797101449274,0,0,0,0,201737,1,0,0,0,5.304787710983804,276
chr2,49611238,49611357,120,*,0.35,0,0,0,0,229571,1,0,0,0,5.360918917754542,120
chr2,52797785,52797971,187,*,0.5989304812834224,0,0,0,0,1099145,0,0,0,0,6.041055383763784,187
chr2,56490099,56490296,198,*,0.3484848484848485,0,0,0,0,0,5,0,0,0,0,198
chr2,57981822,57982131,310,*,0.267741935483871,0,0,0,0,152654,2,0,0,0,5.1837110335730845,310
chr2,58282129,58282836,708,*,0.4336158192090395,0,0,0,0,0,3,0,0,0,0,708
chr2,58591104,58591452,349,*,0.3151862464183381,0,0,0,0,122588,3,0,0,0,5.0884515023714085,349
chr2,59179056,59179889,834,*,0.3129496402877698,0,0,0,0,0,1,0,0,0,0,834
chr2,59517951,59518414,464,*,0.35344827586206895,0,0,0,0,227049,1,0,0,0,5.356121506236986,464
chr2,59887113,59887472,360,*,0.37222222222222223,0,0,0,0,596211,0,0,0,0,5.775400712859537,360
chr2,60175451,60175520,70,*,0.42857142857142855,0,0,0,0,438976,1,0,0,0,5.6424417661766135,70
chr2,60516615,60516875,261,*,0.3716475095785441,0,0,0,0,97621,3,0,0,0,4.989547700883156,261
chr2,66759652,66759872,221,*,0.3212669683257919,0,0,0,0,0,3,0,0,0,0,221
chr2,66913817,66914219,403,*,0.3424317617866005,0,0,0,0,113925,4,0,0,0,5.05662284934644,403
chr2,66927810,66927951,142,*,0.39436619718309857,0,0,0,0,127918,4,0,0,0,5.106935055677363,142
chr2,67153609,67153996,388,*,0.4072164948453608,0,0,0,0,196492,4,0,0,0,5.293347083385627,388
chr2,67448416,67448430,15,*,0.4,0,0,0,0,5964,2,0,0,0,3.775610448006361,15
chr2,68069817,68070029,213,*,0.3755868544600939,0,0,0,0,199302,6,0,0,0,5.299513835949057,213
chr2,71923819,71924074,256,*,0.3359375,0,0,0,0,9925,5,0,0,0,3.9967742708613048,256
chr2,72077012,72077260,249,*,0.43775100401606426,0,0,0,0,163118,4,0,0,0,5.2125045503386644,249
chr2,76508174,76508319,146,*,0.3424657534246575,0,0,0,0,466530,1,0,0,0,5.6688805069927675,146
chr2,76782907,76783459,553,*,0.3887884267631103,0,0,0,0,191390,1,0,0,0,5.281921511590061,553
chr2,77829327,77829624,298,*,0.33221476510067116,0,0,0,0,79824,2,0,0,0,4.902138927211483,298
chr2,78801381,78801594,214,*,0.37383177570093457,0,0,0,0,451217,1,0,0,0,5.654386416207441,214
chr2,80187600,80187667,68,*,0.3382352941176471,0,0,0,0,0,3,0,0,0,0,68
chr2,80318403,80318560,158,*,0.4177215189873418,0,0,0,0,0,3,0,0,0,0,158
chr2,80802698,80803027,330,*,0.34545454545454546,0,0,0,0,0,2,0,0,0,0,330
chr2,80842762,80842923,162,*,0.32098765432098764,0,0,0,0,0,2,0,0,0,0,162
chr2,80865762,80866001,240,*,0.3458333333333333,0,0,0,0,0,2,0,0,0,0,240
chr2,80905308,80905508,201,*,0.38308457711442784,0,0,0,0,29319,2,0,0,0,4.467163965969091,201
chr2,81088699,81088714,16,*,0.4375,0,0,0,0,212710,1,0,0,0,5.327789949309289,16
chr2,81424516,81424677,162,*,0.5679012345679012,0,0,0,0,548527,0,0,0,0,5.739198801345778,162
chr2,83390324,83390530,207,*,0.33816425120772947,0,0,0,0,305430,1,0,0,0,5.484913114074985,207
chr2,84257671,84257796,126,*,0.2698412698412698,0,0,0,0,260009,3,0,0,0,5.414990051283522,126
chr2,86695340,86695551,212,*,0.3018867924528302,0,0,0,0,0,16,0,0,0,0,212
chr2,87373617,87373759,143,*,0.3776223776223776,0,0,0,0,0,7,0,0,0,0,143
chr2,87865327,87866345,1019,*,0.45142296368989204,0,0,0,0,0,3,0,0,0,0,1019
chr2,88189831,88190129,299,*,0.26755852842809363,0,0,0,0,136594,7,0,0,0,5.135434802477637,299
chr2,92252218,92252528,311,*,0.28938906752411575,0,0,0,0,121721,3,0,0,0,5.085369079586786,311
chr2,100658012,100658202,191,*,0.4031413612565445,0,0,0,0,0,4,0,0,0,0,191
