IID,cohort,pgs_genome_wide,pgs_name,pgs_pc_corrected,pgs_pc_corrected_complement,pgs_pc_corrected_matched
sample14,EpiSLI,0.5325331941183725,cp.HAQERs_1,-0.8248365450048589,0.5274223850315091,0.2591971495735567
sample14,EpiSLI,0.5325331941183725,cp.HARs_1,0.7319127219602396,0.5411407482692155,0.9138456886671065
sample15,EpiSLI,0.7638769142231832,cp.HAQERs_1,1.963222853164066,0.7633367056591811,0.5780416381186011
sample15,EpiSLI,0.7638769142231832,cp.HARs_1,1.1213922391666353,0.7698525001369532,-0.21724708451347646
sample16,EpiSLI,-0.45209668297278743,cp.HAQERs_1,-0.13598451361648398,-0.469352485839344,0.10882232559630607
sample16,EpiSLI,-0.45209668297278743,cp.HARs_1,-0.4106480484400302,-0.46496643620240785,-2.2069566716528235
sample17,EpiSLI,-1.1927340832280906,cp.HAQERs_1,0.07069777665737724,-1.2206828341075588,1.2030130383335442
sample17,EpiSLI,-1.1927340832280906,cp.HARs_1,-0.38359777825241775,-1.1897727414068182,0.21265708896140556
sample18,EpiSLI,-2.5756873874264588,cp.HAQERs_1,-1.5188037484006998,-2.571068199027956,-1.5937515777257036
sample18,EpiSLI,-2.5756873874264588,cp.HARs_1,-0.6986415844712753,-2.5835666071704275,0.47396622700646074
sample19,EpiSLI,-0.11644728371233913,cp.HAQERs_1,1.2611244572409368,-0.10440351532717568,-0.2806525336098618
sample19,EpiSLI,-0.11644728371233913,cp.HARs_1,-0.9256906140902136,-0.11387999019053915,1.7628320284001866
sample20,EpiSLI,2.2972339555980237,cp.HAQERs_1,-0.2287839762792672,2.286399228733313,1.2937654233390918
sample20,EpiSLI,2.2972339555980237,cp.HARs_1,-2.363021472875869,2.2985046071621524,-1.2396582505902547
sample23,EpiSLI,0.9979272788199584,cp.HAQERs_1,-0.9324603031709519,0.9893455430603553,-0.08704699975235591
sample23,EpiSLI,0.9979272788199584,cp.HARs_1,-0.5692441589466235,1.0108309070387869,-0.5691555769702065
sample25,EpiSLI,-1.0174136271729997,cp.HAQERs_1,-0.573065063166613,-1.003744686176181,0.8715867447264046
sample25,EpiSLI,-1.0174136271729997,cp.HARs_1,-0.19790886080173142,-1.012078334014403,1.953312797340466
sample26,EpiSLI,0.33906238208186984,cp.HAQERs_1,1.259309325909744,0.322102454930395,0.6070762687110253
sample26,EpiSLI,0.33906238208186984,cp.HARs_1,-1.2930845923040057,0.3344493158891098,-0.2538577547360878
sample27,EpiSLI,0.409026614732892,cp.HAQERs_1,1.9722514447930846,0.40297934386874357,-0.017887688943997802
sample27,EpiSLI,0.409026614732892,cp.HARs_1,0.28320470105310813,0.416106827946382,-1.1446583765691127
sample28,EpiSLI,-3.1999162573322253,cp.HAQERs_1,-0.6328241231374312,-3.2049462352163185,1.0646234367428222
sample28,EpiSLI,-3.1999162573322253,cp.HARs_1,-1.715847373827718,-3.198367602169589,0.32238631332847156
sample29,EpiSLI,0.75425211356502,cp.HAQERs_1,-0.7892393290027956,0.7541858818004539,1.4582343379807976
sample29,EpiSLI,0.75425211356502,cp.HARs_1,0.6636846192289294,0.7486915721098354,-0.21109807945872658
sample30,EpiSLI,0.1604258193791959,cp.HAQERs_1,-1.0609654537977424,0.17256001556625367,-0.8072034483847816
sample30,EpiSLI,0.1604258193791959,cp.HARs_1,-0.45154639201746205,0.15451540599824884,0.273634813955763
sample31,EpiSLI,-1.399117498823322,cp.HAQERs_1,-0.3235648428090533,-1.3975351004282845,0.08260465890569846
sample31,EpiSLI,-1.399117498823322,cp.HARs_1,-0.25939289888100986,-1.3848465735577664,0.04850190693225575
sample32,EpiSLI,-2.1356358496069863,cp.HAQERs_1,-0.47104879232167607,-2.1473553146022177,-0.2429052947850948
sample32,EpiSLI,-2.1356358496069863,cp.HARs_1,0.6013529701566338,-2.1426678866288578,-1.397104267813763
sample33,EpiSLI,-1.4055460000900795,cp.HAQERs_1,-1.0632357544149709,-1.4524902151218562,-0.9602502603459326
sample33,EpiSLI,-1.4055460000900795,cp.HARs_1,-1.8009772722379558,-1.4012563268478597,-0.40047050556491215
sample34,EpiSLI,-1.3348788353169505,cp.HAQERs_1,-0.3879020343762783,-1.3156476970371942,-1.2849401381781573
sample34,EpiSLI,-1.3348788353169505,cp.HARs_1,0.2030050258496394,-1.327292437694309,-0.43268229947272024
sample35,EpiSLI,-2.595819916806122,cp.HAQERs_1,0.19707743714130782,-2.607319378706951,-0.011412040853581027
sample35,EpiSLI,-2.595819916806122,cp.HARs_1,-0.028172744942570865,-2.593639141991106,-1.722278239494374
sample36,EpiSLI,-2.125003408402952,cp.HAQERs_1,-0.8158882087961443,-2.1142618370613544,-1.0210409986402404
sample36,EpiSLI,-2.125003408402952,cp.HARs_1,-1.3208756076145631,-2.116736531758311,0.0014609569193343556
sample37,EpiSLI,-0.2514144957934389,cp.HAQERs_1,-2.46655998511121,-0.25719007183981685,-0.518296043863716
sample37,EpiSLI,-0.2514144957934389,cp.HARs_1,0.4628509346659786,-0.2743079661696765,-2.1354991704953994
sample38,EpiSLI,-2.1611924785553516,cp.HAQERs_1,-1.5394010947198897,-2.1675110239289994,-1.353187092474207
sample38,EpiSLI,-2.1611924785553516,cp.HARs_1,0.04535145701718467,-2.1709081411642663,-1.2626783524035725
sample39,EpiSLI,0.3907153774674583,cp.HAQERs_1,0.7140900758938745,0.39813887920412144,-0.5905072057283608
sample39,EpiSLI,0.3907153774674583,cp.HARs_1,0.8372263736900007,0.39859607104960915,1.309603069518222
sample40,EpiSLI,0.057809631575816936,cp.HAQERs_1,-0.7535588850992452,0.0844241592329852,1.8173425048565657
sample40,EpiSLI,0.057809631575816936,cp.HARs_1,-0.662215735842083,0.06284316389656758,0.005359064175007771
sample41,EpiSLI,-0.051141070458203826,cp.HAQERs_1,1.157087811234979,-0.07666017228540642,0.29976582932654494
sample41,EpiSLI,-0.051141070458203826,cp.HARs_1,1.3182559823378264,-0.051578749654721,0.7373836099969521
sample42,EpiSLI,0.39588062948991126,cp.HAQERs_1,0.49359656460498963,0.40404494127608975,-1.5054369237010008
sample42,EpiSLI,0.39588062948991126,cp.HARs_1,0.10924203288141698,0.392278804594601,1.1892086776529371
sample43,EpiSLI,-0.13717761823234498,cp.HAQERs_1,0.2723519290460923,-0.13081435960036197,0.5807949829108602
sample43,EpiSLI,-0.13717761823234498,cp.HARs_1,-0.5448273480817694,-0.1374283391691626,-1.3884795600237478
sample44,EpiSLI,2.803288904817872,cp.HAQERs_1,0.4292594730625782,2.7887763939589827,-0.06237160785289071
sample44,EpiSLI,2.803288904817872,cp.HARs_1,1.0413594299991757,2.8169629115409434,1.0412840012185056
sample45,EpiSLI,-0.90208529427537,cp.HAQERs_1,0.06556194687456156,-0.9176887211613911,0.20106943354192833
sample45,EpiSLI,-0.90208529427537,cp.HARs_1,-0.4560079460599516,-0.8968692306813315,-0.6174059161005429
sample46,EpiSLI,-0.7196255184990222,cp.HAQERs_1,0.09151429500231656,-0.726796967294272,0.5507994139738375
sample46,EpiSLI,-0.7196255184990222,cp.HARs_1,-0.9206059637196305,-0.7185372505415525,0.29036391656157623
sample47,EpiSLI,0.22353669175210505,cp.HAQERs_1,-0.39016492474657605,0.22867402713227092,-1.7003670654756768
sample47,EpiSLI,0.22353669175210505,cp.HARs_1,-0.8009645129076879,0.21878167301639598,0.03414839260313392
sample48,EpiSLI,-1.1529639620453704,cp.HAQERs_1,-0.2706645215228032,-1.1622256697187237,0.33465560732074207
sample48,EpiSLI,-1.1529639620453704,cp.HARs_1,-0.5653637955782063,-1.1456692634660366,0.41124839441881983
sample50,EpiSLI,0.7277337265824625,cp.HAQERs_1,0.28749518153208276,0.7547046687069325,-0.14660530650494544
sample50,EpiSLI,0.7277337265824625,cp.HARs_1,-0.14252863451691178,0.7196780269137674,-2.945847743534766
sample51,EpiSLI,-0.08717287659661858,cp.HAQERs_1,0.6957475262977083,-0.07174577941876505,1.0424941266251981
sample51,EpiSLI,-0.08717287659661858,cp.HARs_1,0.39598380343863687,-0.1159853882975057,-0.26710406364249123
sample52,EpiSLI,-1.7423748696528294,cp.HAQERs_1,-1.2107240766952374,-1.7404927924560332,0.3278902666374485
sample52,EpiSLI,-1.7423748696528294,cp.HARs_1,0.7502158335221508,-1.753267351925337,-0.6606241206788065
sample53,EpiSLI,0.634438765361649,cp.HAQERs_1,0.4469122481868037,0.6428984217330606,0.6520014715969236
sample53,EpiSLI,0.634438765361649,cp.HARs_1,-0.6428569100699679,0.6499582213158244,-0.2878625021575563
sample54,EpiSLI,-0.917174726404012,cp.HAQERs_1,-0.47791319699738866,-0.9131792672177705,1.1294606761245134
sample54,EpiSLI,-0.917174726404012,cp.HARs_1,-2.1790944995934463,-0.9113200932321869,1.3693556928416288
sample55,EpiSLI,0.48820162443891124,cp.HAQERs_1,-1.1350529866423658,0.5005134200501987,1.5243793592093973
sample55,EpiSLI,0.48820162443891124,cp.HARs_1,0.14255250950297566,0.4947604935893242,-1.374867060461677
sample56,EpiSLI,-0.036797880184368074,cp.HAQERs_1,-0.6524516707863719,-0.04773400979299209,0.8711796311203153
sample56,EpiSLI,-0.036797880184368074,cp.HARs_1,0.10386990391958864,-0.024658289128058813,-0.5507157601274315
sample57,EpiSLI,-0.4579451660941336,cp.HAQERs_1,-1.043481418230092,-0.4359862339350536,-0.0019305251627378915
sample57,EpiSLI,-0.4579451660941336,cp.HARs_1,1.2325094510036638,-0.46302994099293987,-1.6439682473558057
sample58,EpiSLI,0.1373737112418714,cp.HAQERs_1,0.5629666547651913,0.15701786120364292,0.7606682942703186
sample58,EpiSLI,0.1373737112418714,cp.HARs_1,-1.4306803922644913,0.13983779735968604,-0.563881538031401
sample59,EpiSLI,-1.8186969463148142,cp.HAQERs_1,0.16628251441950231,-1.8339576812777958,-1.6266944039715319
sample59,EpiSLI,-1.8186969463148142,cp.HARs_1,-1.3718595374615197,-1.7991730458889585,-1.3022224363040569
sample60,EpiSLI,-0.5593265782785177,cp.HAQERs_1,0.8567905594852427,-0.5342127614206778,1.7634189793900905
sample60,EpiSLI,-0.5593265782785177,cp.HARs_1,0.37523121170391294,-0.5616214572477319,-1.0519799778646997
sample61,EpiSLI,-1.8626849762475948,cp.HAQERs_1,-1.0308261142624735,-1.8614543148974747,-1.058645019455145
sample61,EpiSLI,-1.8626849762475948,cp.HARs_1,-0.3606953340706319,-1.8819219596601349,0.12520653742508722
sample62,EpiSLI,-3.1372410524521603,cp.HAQERs_1,2.8140973647577514,-3.1518017106545293,0.7311168980338705
sample62,EpiSLI,-3.1372410524521603,cp.HARs_1,-1.655378723979472,-3.1367403854452642,-0.20601609569925589
sample63,EpiSLI,-1.8844330769291024,cp.HAQERs_1,-0.4791534484642885,-1.8861750066143597,-0.3274140414266074
sample63,EpiSLI,-1.8844330769291024,cp.HARs_1,0.21877891023025547,-1.8944278366363492,1.1293099877787733
sample64,EpiSLI,-2.7923702422382877,cp.HAQERs_1,-0.6178189470908249,-2.7821160437376045,-0.9767903828738932
sample64,EpiSLI,-2.7923702422382877,cp.HARs_1,-1.9662787994977708,-2.8139121774448403,-1.502766150184474
sample65,EpiSLI,-0.0534860034789878,cp.HAQERs_1,0.2537687966570064,-0.09232627320229676,-0.03648401044807443
sample65,EpiSLI,-0.0534860034789878,cp.HARs_1,-0.817330895288263,-0.04385888606282295,1.4281627199725184
sample66,EpiSLI,0.8047146636044514,cp.HAQERs_1,-2.2111533573846986,0.7864805882586025,-0.8241806622848061
sample66,EpiSLI,0.8047146636044514,cp.HARs_1,1.146650963183247,0.8129668536947321,-1.1003164012737683
sample67,EpiSLI,-0.9335914405712499,cp.HAQERs_1,-2.7637101529757375,-0.9160642401285642,0.6395157420770239
sample67,EpiSLI,-0.9335914405712499,cp.HARs_1,-0.1402792147059837,-0.9352089726226528,0.9815751681228699
sample68,EpiSLI,0.16197997623477417,cp.HAQERs_1,0.6341545059749549,0.1294723728437847,-0.030263104967157672
sample68,EpiSLI,0.16197997623477417,cp.HARs_1,-0.5685064600419641,0.15668306119673817,0.32602190562764244
sample69,EpiSLI,-1.465494328813739,cp.HAQERs_1,0.3978170604788122,-1.4741202640584723,-1.0528598149410853
sample69,EpiSLI,-1.465494328813739,cp.HARs_1,-0.8109098588215768,-1.4799903462776343,-1.440482321394537
sample70,EpiSLI,-1.2359874146093157,cp.HAQERs_1,-0.8636330043031466,-1.251702764764988,1.3439093302259932
sample70,EpiSLI,-1.2359874146093157,cp.HARs_1,-0.5922971453093134,-1.2379959789524666,0.1592842772194368
sample71,EpiSLI,-0.6100121535419739,cp.HAQERs_1,-0.549578648684067,-0.619197349965684,-0.1302678465489541
sample71,EpiSLI,-0.6100121535419739,cp.HARs_1,1.3432067560382719,-0.6019986611308914,0.5536099902902362
sample72,EpiSLI,-1.7035012454284015,cp.HAQERs_1,0.05041288529652528,-1.7151270575222515,-0.31989692747572507
sample72,EpiSLI,-1.7035012454284015,cp.HARs_1,-1.7345701979015415,-1.7027535071165407,-0.5319753450792102
sample73,EpiSLI,-0.5871591773904709,cp.HAQERs_1,-1.2426602486553053,-0.6046071615048745,-0.4092419860294954
sample73,EpiSLI,-0.5871591773904709,cp.HARs_1,-0.8987625450704018,-0.5771287175697922,-0.6420452560207516
sample74,EpiSLI,-0.8563869972426473,cp.HAQERs_1,-2.4483793272056698,-0.8580559768307978,-0.6437837005039593
sample74,EpiSLI,-0.8563869972426473,cp.HARs_1,-0.08028152841190063,-0.8609662813510379,-1.3330203197200148
sample75,EpiSLI,0.2995649756837079,cp.HAQERs_1,0.5600351766861787,0.2743811871931136,-0.5594224084898513
sample75,EpiSLI,0.2995649756837079,cp.HARs_1,0.9280738120545244,0.3019453648780016,1.4189064962743372
sample76,EpiSLI,-0.7415679952204082,cp.HAQERs_1,-0.009410934900144706,-0.7427599403833876,1.212428087229045
sample76,EpiSLI,-0.7415679952204082,cp.HARs_1,0.9413067341311439,-0.7405593906031569,-0.7769030706164666
sample77,EpiSLI,0.5730426375698142,cp.HAQERs_1,0.7865462381930988,0.5372066801954901,0.4244298209260135
sample77,EpiSLI,0.5730426375698142,cp.HARs_1,-1.046395476319765,0.5592587990233423,-0.36723640996083695
sample79,EpiSLI,0.8704302026812917,cp.HAQERs_1,0.7256143602609837,0.8664152633007196,0.6684080276285138
sample79,EpiSLI,0.8704302026812917,cp.HARs_1,1.2065284729137324,0.8660185129917126,0.8740066128648695
sample80,EpiSLI,1.3548710714326064,cp.HAQERs_1,1.235628755169198,1.3678526296848508,0.0037411171952258567
sample80,EpiSLI,1.3548710714326064,cp.HARs_1,-0.8265728863873886,1.3494966002067659,0.6579387405304898
sample81,EpiSLI,-1.7246219240940994,cp.HAQERs_1,-0.0738538447557541,-1.7003016338453742,0.5519935850686828
sample81,EpiSLI,-1.7246219240940994,cp.HARs_1,-1.4074090421084897,-1.7153522056878963,-1.6805403976480944
sample82,EpiSLI,0.1751825530407148,cp.HAQERs_1,0.6123735637451558,0.17392656513403934,-1.25594838732636
sample82,EpiSLI,0.1751825530407148,cp.HARs_1,0.8469254190295821,0.1741587541562455,-0.20490423665009416
sample84,EpiSLI,-0.3848493729619406,cp.HAQERs_1,-0.5394838109745911,-0.38592279126371865,-0.9704180837420507
sample84,EpiSLI,-0.3848493729619406,cp.HARs_1,-1.4584166622730832,-0.3710108899104325,-0.06469868143572251
sample85,EpiSLI,-0.2017468194947808,cp.HAQERs_1,-0.7341926349576178,-0.2060883831492269,1.0268577839013535
sample85,EpiSLI,-0.2017468194947808,cp.HARs_1,-0.026476367141506793,-0.21213650264595613,0.6264223831600997
sample86,EpiSLI,-0.4094049019153976,cp.HAQERs_1,0.36473900175072754,-0.3885499760670033,-0.7203894914966956
sample86,EpiSLI,-0.4094049019153976,cp.HARs_1,1.3415045798793326,-0.40384797616150264,1.316152584976068
sample88,EpiSLI,-1.1947155127360756,cp.HAQERs_1,-1.9286555923109272,-1.1779329507219598,-0.11644028736468597
sample88,EpiSLI,-1.1947155127360756,cp.HARs_1,-0.02013488079650421,-1.2041834102404114,-0.8380469396160993
sample89,EpiSLI,0.9407369072988024,cp.HAQERs_1,-0.7870429926266141,0.9320946787154847,1.4555823176967384
sample89,EpiSLI,0.9407369072988024,cp.HARs_1,-2.369118052700098,0.9643699800008106,0.22441779015732985
sample90,EpiSLI,0.30151908002686123,cp.HAQERs_1,0.22765059506187071,0.2900152581650831,0.42992348972169364
sample90,EpiSLI,0.30151908002686123,cp.HARs_1,-0.4407567880999784,0.27906813197928754,-0.4796875816695211
sample91,EpiSLI,1.3640964104727111,cp.HAQERs_1,-1.3977210586213022,1.3665189504890056,2.232916550216269
sample91,EpiSLI,1.3640964104727111,cp.HARs_1,-0.053740430136935795,1.3640565490107814,0.751453150015029
sample92,EpiSLI,-1.110788022850216,cp.HAQERs_1,-1.0750313058236498,-1.1115908949363869,-0.8526620437438086
sample92,EpiSLI,-1.110788022850216,cp.HARs_1,-0.37145358882135654,-1.110569327142755,-0.8851280466721991
sample93,EpiSLI,0.3537267337736814,cp.HAQERs_1,0.529643561350573,0.34592806419955996,0.6888368763377641
sample93,EpiSLI,0.3537267337736814,cp.HARs_1,0.4694867260472629,0.34761427387629584,-0.20133209791996937
sample94,EpiSLI,0.13645280584150413,cp.HAQERs_1,-0.14860876920090102,0.16392650275906145,-0.06215988094700977
sample94,EpiSLI,0.13645280584150413,cp.HARs_1,0.6303451913526843,0.13357231217747725,0.5742942254432924
sample95,EpiSLI,-0.6546737945092733,cp.HAQERs_1,-0.05307408143497946,-0.6789189024240482,-0.14546343165402204
sample95,EpiSLI,-0.6546737945092733,cp.HARs_1,1.8928832068761527,-0.6696457494397399,1.2767782057072052
sample96,EpiSLI,0.09893716024549047,cp.HAQERs_1,0.1880044729955192,0.09639414065925664,3.1346676436893217
sample96,EpiSLI,0.09893716024549047,cp.HARs_1,-1.5260332509048429,0.10374209194773466,-0.627243438750801
sample97,EpiSLI,0.019446840630210415,cp.HAQERs_1,-0.5587393678155839,-0.0016624476108438853,2.018505358693059
sample97,EpiSLI,0.019446840630210415,cp.HARs_1,-1.0683456589450637,0.011400765446834205,-0.6172336008144802
sample99,EpiSLI,-3.029358047144897,cp.HAQERs_1,0.38875791550624045,-3.0318501029655325,-1.9869729322680856
sample99,EpiSLI,-3.029358047144897,cp.HARs_1,0.5122274536964965,-3.0306042858162203,0.5104982161515026
sample100,EpiSLI,-1.2478780661709516,cp.HAQERs_1,-1.747663855458007,-1.2399610912885755,-0.08491366130144976
sample100,EpiSLI,-1.2478780661709516,cp.HARs_1,0.8491573137024906,-1.2532130838180817,-0.6315044033401234
sample101,EpiSLI,0.45275303141810275,cp.HAQERs_1,-0.35999434509267686,0.43278422274372075,-1.7841101893378286
sample101,EpiSLI,0.45275303141810275,cp.HARs_1,-0.06348168263439356,0.4316347612607847,0.6397036967723655
sample102,EpiSLI,-0.5320360541813192,cp.HAQERs_1,-0.041468219197877625,-0.5241220927515131,0.27866363785301046
sample102,EpiSLI,-0.5320360541813192,cp.HARs_1,0.16678736394550733,-0.5718399643091141,-0.9243995367811133
sample103,EpiSLI,0.4497037608069266,cp.HAQERs_1,-0.42665006636499786,0.4489654033790885,-0.1598193587286921
sample103,EpiSLI,0.4497037608069266,cp.HARs_1,0.22720678931698304,0.44847392958641374,-0.2587638598866112
sample104,EpiSLI,-0.9032937001801147,cp.HAQERs_1,-1.9713649690147885,-0.8895712063925402,1.3955421838321171
sample104,EpiSLI,-0.9032937001801147,cp.HARs_1,0.14022147435300053,-0.8976562815915308,0.7281145920584549
sample105,EpiSLI,-0.9029774668216303,cp.HAQERs_1,-3.563299524405535,-0.8820869002442825,-0.31508338628776505
sample105,EpiSLI,-0.9029774668216303,cp.HARs_1,-0.6085146569298899,-0.9084117579744443,0.4264640133989387
sample106,EpiSLI,0.2885609690444218,cp.HAQERs_1,0.0508756165218115,0.2879865438601697,0.7835517263459617
sample106,EpiSLI,0.2885609690444218,cp.HARs_1,-0.19927672601339627,0.2941317751760101,0.15327430281285714
sample107,EpiSLI,0.003530651983133003,cp.HAQERs_1,-3.0487138674005876,-0.012322477631873005,0.64704254790454
sample107,EpiSLI,0.003530651983133003,cp.HARs_1,0.3108246413536639,-0.007007931985929145,-0.24910269731747073
sample109,EpiSLI,-0.4293109332847555,cp.HAQERs_1,2.271893984182687,-0.43802722717159076,0.14236591909888044
sample109,EpiSLI,-0.4293109332847555,cp.HARs_1,0.6366011888517817,-0.4132179712042351,-1.2988049641728454
sample110,EpiSLI,-1.2322609772118325,cp.HAQERs_1,-0.7241513417957085,-1.2291818956492722,-1.187759319971009
sample110,EpiSLI,-1.2322609772118325,cp.HARs_1,-0.7620660695089757,-1.232499469518756,0.07623124970352654
sample111,EpiSLI,0.05682205340319627,cp.HAQERs_1,-0.4475013221900548,0.061120011656103077,0.44957039262895004
sample111,EpiSLI,0.05682205340319627,cp.HARs_1,1.4898684172536683,0.0456498077148455,-0.40201361953229303
sample113,EpiSLI,0.975020762212623,cp.HAQERs_1,0.060908197688692045,0.9919296696280374,1.1892888349306356
sample113,EpiSLI,0.975020762212623,cp.HARs_1,-0.5159187774157448,0.9898639266360156,-0.06295424000799157
sample114,EpiSLI,-1.5000493829552528,cp.HAQERs_1,-0.9423126890834638,-1.4981199735195008,1.0806165847969618
sample114,EpiSLI,-1.5000493829552528,cp.HARs_1,0.06408410228927784,-1.513944371293333,-2.009646589958086
sample115,EpiSLI,-0.8898631155676345,cp.HAQERs_1,-0.8067223584159351,-0.8620389444297694,-0.5237600970739972
sample115,EpiSLI,-0.8898631155676345,cp.HARs_1,-0.18674507604049764,-0.895187790067977,-0.23496280186360813
sample116,EpiSLI,-0.9429447055699051,cp.HAQERs_1,-1.7069196328521854,-0.9120982704951492,0.6966758505177093
sample116,EpiSLI,-0.9429447055699051,cp.HARs_1,-0.3241586347433618,-0.9493074172040823,0.4263605795857774
sample117,EpiSLI,-1.1365010627929455,cp.HAQERs_1,-1.1574062130021767,-1.1256351970192624,0.5826506671470615
sample117,EpiSLI,-1.1365010627929455,cp.HARs_1,-2.9274494542459997,-1.1421310293141649,1.4670797184307462
sample118,EpiSLI,-1.5321447869414409,cp.HAQERs_1,0.619179020813658,-1.5365401008762662,0.220968793063726
sample118,EpiSLI,-1.5321447869414409,cp.HARs_1,-0.6057063469371419,-1.5595718486956391,-1.705392084768816
sample119,EpiSLI,-1.4746539897269828,cp.HAQERs_1,-1.2382150745033516,-1.4630021354214378,-0.3722171884857462
sample119,EpiSLI,-1.4746539897269828,cp.HARs_1,-0.8212975592371964,-1.4749506952223732,0.13530403384285203
sample120,EpiSLI,-1.4413798751651303,cp.HAQERs_1,-0.17413566542803072,-1.4712446886354749,-0.18282021615069718
sample120,EpiSLI,-1.4413798751651303,cp.HARs_1,-1.4237631615447923,-1.4343079428579855,1.2373849417737341
sample121,EpiSLI,-2.388617874362582,cp.HAQERs_1,-0.8934572535239692,-2.369258873841777,0.1824443765072237
sample121,EpiSLI,-2.388617874362582,cp.HARs_1,0.04773455846241961,-2.376707600130819,0.467290393045832
sample122,EpiSLI,0.9388086736767269,cp.HAQERs_1,-2.5454688705008537,0.9605311589848881,0.5532352849135049
sample122,EpiSLI,0.9388086736767269,cp.HARs_1,0.13549652541991816,0.9478265833517074,0.7006299517918134
sample123,EpiSLI,-0.9096536481429118,cp.HAQERs_1,0.02618609689785586,-0.9136759414043832,-0.3735905993091731
sample123,EpiSLI,-0.9096536481429118,cp.HARs_1,-0.902131825586043,-0.9162359617317875,-0.21354078627180595
sample124,EpiSLI,-0.30143189136567,cp.HAQERs_1,0.8614380718524466,-0.2930316905275393,1.0939657380366374
sample124,EpiSLI,-0.30143189136567,cp.HARs_1,1.1036764040576834,-0.3062465639772854,0.7220671954305473
sample125,EpiSLI,-0.42291771932208416,cp.HAQERs_1,-0.6746462811736242,-0.4170702955991141,0.9917218288895422
sample125,EpiSLI,-0.42291771932208416,cp.HARs_1,0.49520783354919395,-0.418550744477291,-1.0204703940105475
sample126,EpiSLI,-1.2512529131645136,cp.HAQERs_1,0.1923065618681114,-1.247893251721993,-0.11694887738393218
sample126,EpiSLI,-1.2512529131645136,cp.HARs_1,1.4538914865299302,-1.2444782636254488,-1.0110661672922086
sample127,EpiSLI,-0.8568144770334974,cp.HAQERs_1,-0.2547241808721951,-0.8792732598907965,-0.4746979068988793
sample127,EpiSLI,-0.8568144770334974,cp.HARs_1,-0.0322798566189147,-0.8502291834776862,-0.8856620869074879
sample128,EpiSLI,0.11753606229220609,cp.HAQERs_1,2.252831711114279,0.1206063341150031,1.382073801843435
