seqnames,start,end,width,strand,gc,cds_density,exon_density,promoter_density,repeat_content,nearest_gene_dist,gene_density_1mb,cds_overlap,exon_overlap,promoter_overlap,nearest_gene_dist_log10,range_width
chr1,215624130,215625028,899,*,0.4082313681868743,0,0,0,0,115706,3,0,0,0,5.063359633536133,899
chr1,218806228,218807299,1072,*,0.5279850746268657,0,0,0,0,188266,4,0,0,0,5.274774202258393,1072
chr1,226305476,226305985,510,*,0.5686274509803921,0,0,0,0,26394,15,0,0,0,4.421521666336977,510
chr1,226675811,226676717,907,*,0.5016538037486218,0,0,0,0,59783,11,0,0,0,4.776584969248113,907
chr1,230562181,230562819,639,*,0.6791862284820032,0,0,1.5649452269170578,0,506,7,0,0,1,2.705007959333336,639
chr1,231456887,231457672,786,*,0.4389312977099237,0,0,0,0,10809,18,0,0,0,4.03382569395331,786
chr1,236273092,236274040,949,*,0.5500526870389885,0,0,0,0,31791,10,0,0,0,4.50231784976574,949
chr1,238659183,238659725,543,*,0.0847145488029466,0,0,0,0,9865,1,0,0,0,3.9941411111261225,543
chr1,243054435,243055255,821,*,0.4482338611449452,0,0,0,0,164360,5,0,0,0,5.215798774918628,821
chr1,245664870,245666509,1640,*,0.4317073170731707,0,0,0,0,0,3,0,0,0,0,1640
chr2,426034,426913,880,*,0.6715909090909091,0,0,0,0,137725,6,0,0,0,5.1390159343792146,880
chr2,1537822,1538489,668,*,0.561377245508982,0,0,0,0,0,4,0,0,0,0,668
chr2,2151996,2152592,597,*,0.48576214405360135,0,0,0,0,0,3,0,0,0,0,597
chr2,3043948,3044933,986,*,0.4908722109533469,0,0,0,0,147807,3,0,0,0,5.1696979405664525,986
chr2,5880912,5881471,560,*,0.5785714285714286,0,0,0,0,39394,3,0,0,0,4.595441104815296,560
chr2,9911284,9911979,696,*,0.6278735632183908,0,0,0,0,71591,13,0,0,0,4.854864495073668,696
chr2,10527254,10528097,844,*,0.5450236966824644,0,0,0,0,0,13,0,0,0,0,844
chr2,16363022,16363650,629,*,0.5182829888712241,0,0,0,0,275892,3,0,0,0,5.440740681631996,629
chr2,18401341,18402113,773,*,0.4178525226390686,0,0,0,0,287115,7,0,0,0,5.458057394928038,773
chr2,23465883,23466465,583,*,0.4939965694682676,0,0,0,0,141832,1,0,0,0,5.151777289031163,583
chr2,31969502,31970480,979,*,0.4279877425944842,0,0,0,0,122413,8,0,0,0,5.08783108917436,979
chr2,40097902,40098896,995,*,0.471356783919598,0,0,0,0,45877,6,0,0,0,4.661604477060614,995
chr2,41712951,41713559,609,*,0.31198686371100165,0,0,0,0,391135,2,0,0,0,5.592327790081063,609
chr2,42387481,42388121,641,*,0.5054602184087363,0,0,0,0,8368,7,0,0,0,3.922673567858554,641
chr2,43313707,43314659,953,*,0.5173137460650578,0,0,0,0,134881,6,0,0,0,5.129953996949441,953
chr2,43320915,43322924,2010,*,0.45124378109452734,0,0,0,0,126616,6,0,0,0,5.102492019350667,2010
chr2,44289391,44290363,973,*,0.4933196300102775,0,0,0,0,66246,12,0,0,0,4.821166215998342,973
chr2,45023362,45023901,540,*,0.5018518518518519,0,0,0,0,23630,7,0,0,0,4.373482100188979,540
chr2,45490425,45491068,644,*,0.5046583850931677,0,0,0,0,8344,6,0,0,0,3.9214263410152657,644
chr2,45736476,45737072,597,*,0.5108877721943048,0,0,0,0,0,3,0,0,0,0,597
chr2,51650366,51651590,1225,*,0.32081632653061226,0,0,0,0,390691,1,0,0,0,5.591834518490138,1225
chr2,55298073,55299380,1308,*,0.3738532110091743,0,0,0,0,20338,10,0,0,0,4.308329596317398,1308
chr2,57454329,57455122,794,*,0.4282115869017632,0,0,0,0,679663,0,0,0,0,5.83229426710425,794
chr2,58376423,58377185,763,*,0.30144167758846657,0,0,0,0,0,3,0,0,0,0,763
chr2,58663352,58664544,1193,*,0.38222967309304273,0,0,0,0,83343,3,0,0,0,4.920874340088622,1193
chr2,59339449,59340367,919,*,0.4211099020674646,0,0,0,0,48547,1,0,0,0,4.686171343268639,919
chr2,59941297,59942038,742,*,0.40700808625336926,0,0,0,0,650395,0,0,0,0,5.813177861640026,742
chr2,62819190,62819857,668,*,0.47305389221556887,0,0,0,0,56409,7,0,0,0,4.751356099725394,668
chr2,64943932,64945163,1232,*,0.46915584415584416,0,0,0,0,62885,9,0,0,0,4.798553971367522,1232
chr2,66283770,66284738,969,*,0.37770897832817335,0,0,0,0,300642,3,0,0,0,5.478051096434421,969
chr2,66317657,66318199,543,*,0.42357274401473294,0,0,0,0,267181,3,0,0,0,5.426807196453233,543
chr2,67834277,67834808,532,*,0.3533834586466165,0,0,0,0,196743,3,0,0,0,5.293901496778882,532
chr2,70081704,70082626,923,*,0.27627302275189597,1.0834236186348862,1.0834236186348862,0,0,0,17,1,1,0,0,923
chr2,71073239,71074220,982,*,0.3859470468431772,0,0,0,0,10285,15,0,0,0,4.012246519985071,982
chr2,72171382,72172334,953,*,0.527806925498426,0,0,0,0,184032,3,0,0,0,5.264895705796902,953
chr2,73157123,73157778,656,*,0.4893292682926829,0,0,0,0,0,12,0,0,0,0,656
chr2,74726343,74726842,500,*,0.682,2,2,2,0,0,31,1,1,1,0,500
chr2,74805640,74806513,874,*,0.4496567505720824,0,1.1441647597254005,1.1441647597254005,0,0,32,0,1,1,0,874
chr2,76165558,76166089,532,*,0.34022556390977443,0,0,0,0,227446,3,0,0,0,5.356880212909046,532
chr2,76617780,76618390,611,*,0.32733224222585927,0,0,0,0,356459,1,0,0,0,5.55201080276033,611
chr2,78472854,78473438,585,*,0.38461538461538464,0,0,0,0,290701,1,0,0,0,5.463448019682281,585
chr2,83964998,83965877,880,*,0.4011363636363636,0,0,0,0,551928,0,0,0,0,5.741883213795454,880
chr2,84753768,84754699,932,*,0.3701716738197425,0,0,0,0,0,6,0,0,0,0,932
chr2,86005533,86006567,1035,*,0.6019323671497585,0,0,0,0,0,28,0,0,0,0,1035
chr2,87916132,87917012,881,*,0.49148694665153236,0,0,0,0,0,5,0,0,0,0,881
chr2,88537860,88538762,903,*,0.46179401993355484,0,0,0,0,51703,10,0,0,0,4.713524142914617,903
chr2,88771448,88772118,671,*,0.4873323397913562,0,0,0,0,19394,11,0,0,0,4.2876897839360755,671
chr2,89506354,89506896,543,*,0.47513812154696133,0,0,0,0,394385,3,0,0,0,5.595921489862829,543
chr2,89593734,89594429,696,*,0.4540229885057471,0,0,0,0,481765,2,0,0,0,5.682836146983582,696
chr2,90169949,90170793,845,*,0.4556213017751479,0,0,0,0,1057980,0,0,0,0,6.024477868389857,845
chr2,90188321,90189250,930,*,0.49032258064516127,0,0,0,0,1076352,0,0,0,0,6.031954725615041,930
chr2,90518657,90519481,825,*,0.6436363636363637,0,0,0,0,1285706,0,0,0,0,6.109142008416031,825
chr2,91903158,91903766,609,*,0.30049261083743845,0,0,0,0,55182,3,0,0,0,4.74180530701721,609
chr2,95470071,95470889,819,*,0.43345543345543347,0,0,0,0,0,10,0,0,0,0,819
chr2,99051948,99053440,1493,*,0.4708640321500335,0,0,0,0,7880,8,0,0,0,3.8965813275057326,1493
chr2,99537587,99538314,728,*,0.5535714285714286,0,0,0,0,0,15,0,0,0,0,728
chr2,102705051,102705905,855,*,0.3906432748538012,0,0,0,0,0,9,0,0,0,0,855
chr2,104842998,104843900,903,*,0.34994462901439644,0,0,0,0,151407,2,0,0,0,5.180148822747051,903
chr2,106975527,106976167,641,*,0.5663026521060842,0,0,0,0,22402,6,0,0,0,4.350306178879111,641
chr2,108224664,108225304,641,*,0.358814352574103,0,0,0,0,214215,3,0,0,0,5.330851905581742,641
chr2,109332425,109333406,982,*,0.42057026476578413,0,0,0,0,2530,12,0,0,0,3.4032921451582543,982
chr2,113869944,113870456,513,*,0.49707602339181284,0,0,0,0,0,21,0,0,0,0,513
chr2,114423081,114423992,912,*,0.5032894736842105,0,0,0,0,22105,15,0,0,0,4.344510165686533,912
chr2,116938733,116939505,773,*,0.3053040103492885,0,0,0,0,336406,1,0,0,0,5.526865024075173,773
chr2,116993672,116994299,628,*,0.410828025477707,0,0,0,0,391345,1,0,0,0,5.592560899196389,628
chr2,117631298,117632152,855,*,0.5614035087719298,0,0,0,0,940102,0,0,0,0,5.973175438579544,855
chr2,119430832,119431675,844,*,0.41706161137440756,0,0,0,0,168071,3,0,0,0,5.2254953680595975,844
chr2,121797325,121798099,775,*,0.43483870967741933,0,0,0,0,47095,4,0,0,0,4.672984022804113,775
chr2,122691274,122691882,609,*,0.5139573070607554,0,0,0,0,165845,5,0,0,0,5.2197050013371005,609
chr2,123140352,123141262,911,*,0.45115257958287597,0,0,0,0,614923,0,0,0,0,5.788821443547431,911
chr2,123315343,123316044,702,*,0.3717948717948718,0,0,0,0,789914,0,0,0,0,5.897580360889125,702
chr2,123494650,123495452,803,*,0.36737235367372356,0,0,0,0,969221,0,0,0,0,5.986423263461924,803
chr2,124496025,124496825,801,*,0.3757802746566791,0,0,0,0,286038,1,0,0,0,5.456425251066353,801
chr2,126434909,126435702,794,*,0.33879093198992444,0,0,0,0,762045,0,0,0,0,5.881981187800486,794
chr2,131594245,131595147,903,*,0.7475083056478405,0,2.2148394241417497,2.2148394241417497,0,68537,16,0,1,1,4.835931427178226,903
chr2,133014432,133015656,1225,*,0.6938775510204082,0,2.4489795918367343,2.4489795918367343,0,0,7,0,1,1,0,1225
chr2,133289675,133290606,932,*,0.3937768240343348,0,0,0,0,0,5,0,0,0,0,932
chr2,134919288,134920269,982,*,0.4287169042769857,0,0,0,0,34524,3,0,0,0,4.538133687250669,982
chr2,140616202,140617196,995,*,0.34673366834170855,0,0,0,0,371799,1,0,0,0,5.57030938543588,995
chr2,141616496,141617298,803,*,0.32503113325031135,0,0,0,0,0,1,0,0,0,0,803
chr2,145131524,145132398,875,*,0.38971428571428574,0,0,0,0,9543,4,0,0,0,3.9797304306622854,875
chr2,148429300,148430143,844,*,0.36611374407582936,0,0,0,0,171942,3,0,0,0,5.2353844998832155,844
chr2,149372708,149373651,944,*,0.4343220338983051,0,0,0,0,28908,3,0,0,0,4.461033069118143,944
chr2,153160099,153166776,6678,*,0.42572626534890684,0,0,0,0,24974,6,0,0,0,4.39750549689802,6678
chr2,155369850,155370729,880,*,0.32727272727272727,0,0,0,0,55899,3,0,0,0,4.747411807886423,880
chr2,157794301,157795493,1193,*,0.3193629505448449,0,0,0,0,318846,4,0,0,0,5.503582335108518,1193
chr2,165383026,165383767,742,*,0.284366576819407,1.3477088948787062,1.3477088948787062,0,0,0,4,1,1,0,0,742
chr2,166233699,166234501,803,*,0.261519302615193,1.2453300124533,1.2453300124533,0,0,0,7,1,1,0,0,803
chr2,172364570,172365344,775,*,0.31483870967741934,0,0,0,0,13412,8,0,0,0,4.127525924587694,775
chr2,172682937,172683707,771,*,0.3761348897535668,1.297016861219196,1.297016861219196,0,0,0,9,1,1,0,0,771
chr2,172855236,172856006,771,*,0.41893644617380027,0,0,0,0,6635,8,0,0,0,3.821906377352323,771
chr2,173186193,173187011,819,*,0.4175824175824176,0,0,0,0,105070,9,0,0,0,5.021482865620192,819
chr2,175190022,175190792,771,*,0.48638132295719844,0,1.297016861219196,1.297016861219196,0,0,10,0,1,1,0,771
chr2,177778286,177779300,1015,*,0.3733990147783251,0,0,0,0,275983,7,0,0,0,5.440883904843732,1015
chr2,182247776,182248778,1003,*,0.39980059820538383,0,0,0,0,72840,5,0,0,0,4.862375899389505,1003
chr2,182641086,182641734,649,*,0.3929121725731895,0,0,0,0,95693,7,0,0,0,4.980884708429087,649
chr2,187123723,187124225,503,*,0.2584493041749503,0,0,0,0,226659,4,0,0,0,5.355374884431612,503
chr2,187703399,187704003,605,*,0.28429752066115704,1.6528925619834711,1.6528925619834711,0,0,0,4,1,1,0,0,605
chr2,193620993,193621863,871,*,0.42479908151549944,0,0,0,0,0,1,0,0,0,0,871
chr2,195289173,195289783,611,*,0.36333878887070375,0,0,0,0,1231748,0,0,0,0,6.0905222183635015,611
chr2,195543471,195545539,2069,*,0.3015949734171097,0,0,0,0,975992,0,0,0,0,5.989446702838541,2069
chr2,197542410,197543292,883,*,0.42355605889014725,0,0,0,0,0,7,0,0,0,0,883
chr2,198334614,198335419,806,*,0.3746898263027295,1.2406947890818858,1.2406947890818858,0,0,0,11,1,1,0,0,806
chr2,200088391,200089039,649,*,0.4915254237288136,0,0,0,0,45183,2,0,0,0,4.654984675035691,649
chr2,201524860,201525771,912,*,0.3958333333333333,0,0,0,0,0,15,0,0,0,0,912
chr2,201950161,201950809,649,*,0.37750385208012327,1.5408320493066254,1.5408320493066254,0,0,0,18,1,1,0,0,649
chr2,204678359,204679302,944,*,0.4300847457627119,0,0,0,0,53208,5,0,0,0,4.7259850969521064,944
chr2,205658018,205658898,881,*,0.3870601589103292,0,0,0,0,0,1,0,0,0,0,881
chr2,208488995,208489934,940,*,0.5819148936170213,1.0638297872340425,3.191489361702128,4.25531914893617,0,0,9,1,1,1,0,940
chr2,210590446,210591193,748,*,0.31684491978609625,1.3368983957219251,1.3368983957219251,0,0,0,5,1,1,0,0,748
chr2,215570991,215571575,585,*,0.3418803418803419,0,0,0,0,21699,5,0,0,0,4.336459733848529,585
chr2,217188570,217190277,1708,*,0.38114754098360654,0,0,0,0,0,11,0,0,0,0,1708
chr2,217377797,217379289,1493,*,0.4032150033489618,0,0,0,0,11608,10,0,0,0,4.064794811195383,1493
chr2,218192260,218193967,1708,*,0.3881733021077283,0,0.585480093676815,0,0,0,3,0,1,0,0,1708
chr2,218845465,218846264,800,*,0.55125,0,0,1.25,0,0,17,0,0,1,0,800
chr2,219156179,219156880,702,*,0.5982905982905983,0,0,4.273504273504273,0,0,24,0,0,1,0,702
chr2,222474165,222475117,953,*,0.42077649527806926,0,0,0,0,37154,1,0,0,0,4.5700172656415186,953
chr2,222874818,222875803,986,*,0.35699797160243407,0,0,0,0,188802,4,0,0,0,5.276008890772932,986
chr2,223672341,223673190,850,*,0.46588235294117647,0,0,0,0,52541,5,0,0,0,4.72050660009132,850
chr2,225721294,225722066,773,*,0.3027166882276843,1.2936610608020698,1.2936610608020698,0,0,0,4,1,1,0,0,773
chr2,225960367,225961176,810,*,0.36666666666666664,0,0,0,0,53036,3,0,0,0,4.724578950534474,810
chr2,226342854,226343626,773,*,0.3868046571798189,0,0,0,0,0,3,0,0,0,0,773
chr2,227302765,227304318,1554,*,0.40733590733590735,0,0,0,0,219107,4,0,0,0,5.340658234668999,1554
chr2,232059736,232060267,532,*,0.4906015037593985,0,0,0,0,3026,20,0,0,0,3.481012420956573,532
chr2,233999675,234000555,881,*,0.3496027241770715,0,0,0,0,0,13,0,0,0,0,881
chr2,236049178,236049879,702,*,0.5925925925925926,0,0,0,0,84819,2,0,0,0,4.928498268123691,702
chr2,236930668,236932736,2069,*,0.45674238762687286,0,0,0,0,0,4,0,0,0,0,2069
chr2,238009299,238009920,622,*,0.3553054662379421,0,0,0,0,1809,5,0,0,0,3.2576785748691846,622
chr2,240664171,240665073,903,*,0.5537098560354374,0,0,0,0,19480,11,0,0,0,4.2896112463483,903
chr2,241202557,241203340,784,*,0.45918367346938777,0,0,0,0,122483,19,0,0,0,5.088079360818565,784
chr2,241229663,241230171,509,*,0.6758349705304518,0,0,0,0,144943,18,0,0,0,5.161200242313825,509
chr2,241312476,241313457,982,*,0.5906313645621182,0,0,0,0,61657,19,0,0,0,4.7899894334126945,982
chr2,242641080,242641929,850,*,0.788235294117647,1.1764705882352942,1.1764705882352942,2.3529411764705883,0,0,17,1,1,1,0,850
chr3,3746748,3747816,1069,*,0.43405051449953225,0,0,0,0,75219,2,0,0,0,4.87633332908638,1069
chr3,11665077,11665918,842,*,0.44655581947743467,0,0,0,0,0,5,0,0,0,0,842
chr3,11760388,11761639,1252,*,0.7220447284345048,0,0,1.597444089456869,0,0,6,0,0,1,0,1252
chr3,14643903,14644920,1018,*,0.756385068762279,0,0,0,0,48332,13,0,0,0,4.684243752370627,1018
chr3,16477783,16479003,1221,*,0.36363636363636365,0,0,0,0,0,7,0,0,0,0,1221
chr3,23842358,23843019,662,*,0.39123867069486407,0,0,0,0,4364,8,0,0,0,3.6399842480415887,662
chr3,29707152,29707697,546,*,0.36813186813186816,0,0,0,0,0,1,0,0,0,0,546
chr3,31027395,31027897,503,*,0.45129224652087474,0,0,0,0,91241,2,0,0,0,4.960194796326708,503
chr3,38474961,38476104,1144,*,0.4012237762237762,0,0,0,0,16413,17,0,0,0,4.2152144290872275,1144
chr3,39245067,39245987,921,*,0.5363735070575462,0,0,0,0,10981,14,0,0,0,4.040681439373358,921
chr3,39753061,39753775,715,*,0.3328671328671329,0,0,0,0,97527,9,0,0,0,4.989129318259983,715
chr3,41943620,41944637,1018,*,0.41846758349705304,0,0,0,0,0,4,0,0,0,0,1018
chr3,43410728,43411399,672,*,0.5550595238095238,0,0,0,0,0,10,0,0,0,0,672
chr3,44458617,44459355,739,*,0.5994587280108254,0,0,0,0,7676,16,0,0,0,3.885191540606848,739
chr3,44552219,44552812,594,*,0.5909090909090909,0,0,3.367003367003367,0,0,17,0,0,1,0,594
chr3,53193026,53193873,848,*,0.5283018867924528,0,0,2.358490566037736,0,1349,20,0,0,1,3.130333768495006,848
chr3,53366132,53367383,1252,*,0.4033546325878594,0,0,0,0,0,10,0,0,0,0,1252
chr3,55523796,55524673,878,*,0.5170842824601367,0,0,0,0,2125,5,0,0,0,3.327563260187278,878
